SN2004dt   u         249.79  16.665   0.017
SN2004dt   u         250.81  16.804   0.012
SN2004dt   u         251.83  16.912   0.012
SN2004dt   u         252.86  17.069   0.014
SN2004dt   u         253.78  17.158   0.012
SN2004dt   u         256.75  17.637   0.010
SN2004dt   u         257.73  17.787   0.013
SN2004dt   u         258.76  17.929   0.012
SN2004dt   u         259.78  18.060   0.013
SN2004dt   u         260.80  18.215   0.012
SN2004dt   u         261.71  18.349   0.014
SN2004dt   u         262.70  18.461   0.014
SN2004dt   u         263.76  18.611   0.017
SN2004dt   u         264.75  18.736   0.020
SN2004dt   u         265.79  18.807   0.015
SN2004dt   u         266.73  18.848   0.016
SN2004dt   u         267.74  18.943   0.023
SN2004dt   u         268.74  19.027   0.019
SN2004dt   u         271.79  19.138   0.024
SN2004dt   u         272.78  19.139   0.023
SN2004dt   u         273.79  19.155   0.032
SN2004dt   u         274.71  19.181   0.039
SN2004dt   u         275.74  19.325   0.063
SN2004dt   u         276.74  19.101   0.057
SN2004dt   u         277.69  19.352   0.098
SN2004dt   u         279.70  19.274   0.044
SN2004dt   u         280.71  19.318   0.031
SN2004dt   u         281.72  19.311   0.028
SN2004dt   u         282.69  19.409   0.026
SN2004dt   u         287.69  19.459   0.022
SN2004dt   u         289.77  19.465   0.020
SN2004dt   u         291.69  19.481   0.022
SN2004dt   u         293.73  19.544   0.034
SN2004dt   u         294.79  19.587   0.028
SN2004dt   u         295.75  19.555   0.027
SN2004dt   u         299.69  19.678   0.029
SN2004dt   u         305.75  19.753   0.080
SN2004dt   u         324.69  20.079   0.039
SN2004dt   u         329.70  20.174   0.053
SN2004dt   u         331.62  20.223   0.079
SN2004dt   u         341.61  20.406   0.044
SN2004dt   u         345.63  20.522   0.049
SN2004dt   u         349.61  20.685   0.059
SN2004dt   g         249.79  15.593   0.006
SN2004dt   g         250.81  15.675   0.009
SN2004dt   g         251.83  15.769   0.009
SN2004dt   g         252.86  15.846   0.006
SN2004dt   g         253.78  15.915   0.006
SN2004dt   g         256.75  16.241   0.006
SN2004dt   g         257.73  16.357   0.008
SN2004dt   g         258.76  16.484   0.006
SN2004dt   g         259.78  16.618   0.006
SN2004dt   g         260.80  16.724   0.008
SN2004dt   g         261.71  16.844   0.008
SN2004dt   g         262.70  16.970   0.010
SN2004dt   g         263.76  17.068   0.013
SN2004dt   g         264.75  17.219   0.011
SN2004dt   g         265.79  17.312   0.010
SN2004dt   g         266.73  17.372   0.006
SN2004dt   g         267.74  17.441   0.008
SN2004dt   g         268.74  17.495   0.009
SN2004dt   g         271.79  17.631   0.008
SN2004dt   g         272.78  17.671   0.009
SN2004dt   g         273.79  17.694   0.008
SN2004dt   g         274.71  17.742   0.009
SN2004dt   g         275.74  17.755   0.011
SN2004dt   g         276.74  17.806   0.017
SN2004dt   g         277.69  17.819   0.018
SN2004dt   g         279.70  17.820   0.011
SN2004dt   g         280.71  17.840   0.009
SN2004dt   g         281.72  17.858   0.009
SN2004dt   g         282.69  17.876   0.009
SN2004dt   g         284.83  17.874   0.009
SN2004dt   g         287.69  17.968   0.008
SN2004dt   g         289.77  17.941   0.011
SN2004dt   g         291.69  17.986   0.009
SN2004dt   g         293.73  18.024   0.006
SN2004dt   g         294.79  18.045   0.007
SN2004dt   g         295.75  18.031   0.009
SN2004dt   g         299.69  18.084   0.010
SN2004dt   g         305.75  18.229   0.038
SN2004dt   g         323.72  18.420   0.008
SN2004dt   g         324.69  18.424   0.008
SN2004dt   g         329.70  18.485   0.010
SN2004dt   g         331.62  18.521   0.012
SN2004dt   g         341.61  18.672   0.010
SN2004dt   g         345.63  18.680   0.016
SN2004dt   g         349.61  18.795   0.012
SN2004dt   g         365.62  19.059   0.024
SN2004dt   r         249.79  15.659   0.006
SN2004dt   r         250.81  15.695   0.008
SN2004dt   r         251.83  15.745   0.010
SN2004dt   r         252.86  15.796   0.006
SN2004dt   r         253.78  15.785   0.006
SN2004dt   r         256.75  15.807   0.006
SN2004dt   r         257.73  15.833   0.012
SN2004dt   r         258.76  15.857   0.006
SN2004dt   r         259.78  15.899   0.006
SN2004dt   r         260.80  15.926   0.009
SN2004dt   r         261.71  15.950   0.009
SN2004dt   r         262.70  16.058   0.010
SN2004dt   r         263.76  16.130   0.013
SN2004dt   r         264.75  16.160   0.011
SN2004dt   r         265.79  16.239   0.008
SN2004dt   r         266.73  16.299   0.006
SN2004dt   r         267.74  16.381   0.006
SN2004dt   r         268.74  16.396   0.009
SN2004dt   r         271.79  16.546   0.008
SN2004dt   r         272.78  16.598   0.009
SN2004dt   r         273.79  16.630   0.009
SN2004dt   r         274.71  16.681   0.007
SN2004dt   r         275.74  16.724   0.008
SN2004dt   r         276.74  16.758   0.008
SN2004dt   r         277.69  16.791   0.017
SN2004dt   r         279.70  16.850   0.009
SN2004dt   r         280.71  16.887   0.009
SN2004dt   r         281.72  16.920   0.009
SN2004dt   r         282.69  16.940   0.009
SN2004dt   r         284.83  17.046   0.006
SN2004dt   r         287.69  17.080   0.007
SN2004dt   r         289.77  17.165   0.009
SN2004dt   r         291.69  17.214   0.007
SN2004dt   r         293.73  17.280   0.006
SN2004dt   r         294.79  17.326   0.006
SN2004dt   r         295.75  17.321   0.008
SN2004dt   r         299.69  17.452   0.011
SN2004dt   r         323.72  18.212   0.008
SN2004dt   r         324.69  18.243   0.010
SN2004dt   r         329.70  18.378   0.012
SN2004dt   r         331.62  18.458   0.013
SN2004dt   r         341.61  18.829   0.012
SN2004dt   r         345.63  18.941   0.016
SN2004dt   r         349.61  19.036   0.015
SN2004dt   r         365.62  19.521   0.028
SN2004dt   i         249.79  16.079   0.008
SN2004dt   i         250.81  16.112   0.010
SN2004dt   i         251.83  16.111   0.009
SN2004dt   i         252.86  16.117   0.007
SN2004dt   i         253.78  16.091   0.005
SN2004dt   i         256.75  16.024   0.007
SN2004dt   i         257.73  16.029   0.009
SN2004dt   i         258.76  16.007   0.005
SN2004dt   i         259.78  15.993   0.005
SN2004dt   i         260.80  15.995   0.009
SN2004dt   i         261.71  15.981   0.010
SN2004dt   i         262.70  16.021   0.010
SN2004dt   i         263.76  16.093   0.016
SN2004dt   i         264.75  16.143   0.016
SN2004dt   i         265.79  16.163   0.009
SN2004dt   i         266.73  16.227   0.005
SN2004dt   i         267.74  16.290   0.009
SN2004dt   i         268.74  16.356   0.011
SN2004dt   i         271.79  16.531   0.009
SN2004dt   i         272.78  16.590   0.009
SN2004dt   i         273.79  16.626   0.009
SN2004dt   i         274.71  16.678   0.008
SN2004dt   i         275.74  16.746   0.008
SN2004dt   i         276.74  16.782   0.010
SN2004dt   i         277.69  16.815   0.019
SN2004dt   i         279.70  16.893   0.011
SN2004dt   i         280.71  16.953   0.015
SN2004dt   i         281.72  16.993   0.010
SN2004dt   i         282.69  17.032   0.012
SN2004dt   i         284.83  17.065   0.008
SN2004dt   i         287.69  17.209   0.009
SN2004dt   i         289.77  17.298   0.010
SN2004dt   i         291.69  17.359   0.009
SN2004dt   i         293.73  17.432   0.007
SN2004dt   i         294.79  17.476   0.007
SN2004dt   i         295.75  17.512   0.009
SN2004dt   i         299.69  17.689   0.016
SN2004dt   i         324.69  18.430   0.012
SN2004dt   i         329.70  18.588   0.013
SN2004dt   i         331.62  18.644   0.017
SN2004dt   i         341.61  18.899   0.016
SN2004dt   i         345.63  19.062   0.023
SN2004dt   i         349.61  19.096   0.016
SN2004dt   B         249.79  15.769   0.006
SN2004dt   B         250.81  15.859   0.008
SN2004dt   B         251.83  15.961   0.009
SN2004dt   B         252.86  16.069   0.007
SN2004dt   B         253.78  16.142   0.014
SN2004dt   B         256.75  16.573   0.007
SN2004dt   B         257.73  16.715   0.008
SN2004dt   B         258.76  16.858   0.008
SN2004dt   B         259.78  16.995   0.007
SN2004dt   B         260.80  17.126   0.008
SN2004dt   B         261.71  17.239   0.011
SN2004dt   B         262.70  17.388   0.009
SN2004dt   B         263.76  17.515   0.014
SN2004dt   B         264.75  17.612   0.014
SN2004dt   B         265.79  17.712   0.013
