# ------------------------------------------------------------------
# Generated by forcedphotometry_trim.pl, v3.8 on 2024-07-15 at 19:58:13
#
# Requested input R.A. = 259.030995833333 degrees
# Requested input Dec. = 40.7865361111111 degrees
# Requested JD start = 2458194.5 days
# Requested JD end = 2460508.5 days
# Authenticated program IDs = 1
#
# Column definitions:
# index = sequential counter
# field = ZTF Field identifier
# ccdid = CCD identifier (1..16)
# qid = Quadrant (CCD-amplifier) identifier (0..3)
# filter = Filter string: ZTF_g, ZTF_r, ZTF_i
# pid = processed image Operations DB identifier
# infobitssci = processing summary/QA bits for sci image
# sciinpseeing = Effective FWHM of sci image [pixels]
# scibckgnd = Background level in sci image [DN]
# scisigpix = Robust sigma per pixel in sci image [DN]
# zpmaginpsci = Photometric zeropoint for sci image [mag]
# zpmaginpsciunc = 1-sigma uncertainty in zpmaginpsci [mag]
# zpmaginpscirms = RMS (deviation from average) in difference between instrumental mags and PS1 calibrators [mag]
# clrcoeff = Linear color coefficient from calibration; for ZTF_g,r,i, PS1 color used is g-r, g-r, r-i respectively
# clrcoeffunc = 1-sigma uncertainty in clrcoeff
# ncalmatches = Number of PS1 calibrators used in initial calibration of sci image
# exptime = Integration time for sci image [sec]
# adpctdif1 = Full sci image astrometric RMS along R.A. with respect to Gaia1 [arcsec]
# adpctdif2 = Full sci image astrometric RMS along Dec. with respect to Gaia1 [arcsec]
# diffmaglim = Magnitude limit in difference image [mag]
# zpdiff = Photometric zeropoint for difference image [mag]
# programid = Program identifier [0=engineering; 1=public; 2=private; 3=Caltech time]
# jd = Julian Date at start of exposure [days]
# rfid = Rerence image Operations DB identifier
# forcediffimflux = Forced difference image PSF-fit flux [DN]
# forcediffimfluxunc = 1-sigma uncertainty in forcediffimflux [DN]
# forcediffimsnr = Signal-to-noise ratio for forcediffimflux measurement
# forcediffimchisq = Reduced chi-square in PSF-fit
# forcediffimfluxap = Forced difference image aperture flux using a fixed 9-pixel diameter aperture [DN]
# forcediffimfluxuncap = 1-sigma uncertainty in forcediffimfluxap [DN]
# forcediffimsnrap = Signal-to-noise ratio for forcediffimfluxap measurement
# aperturecorr = Aperture (curve-of-growth) correction factor that was applied to forcediffimfluxap measurement
# dnearestrefsrc = Distance to nearest ref image source if found within 5 arcsec [arcsec]
# nearestrefmag = Magnitude of nearest ref image source [mag]
# nearestrefmagunc = 1-sigma uncertainty in nearestrefmag [mag]
# nearestrefchi = Chi parameter for nearestrefmag measurement (ratio: RMS in PSF-fit residuals / expected RMS from priors)
# nearestrefsharp = Sharp parameter for nearestrefmag measurement (~0 => PSF like; >>0 => extended; <<0 => pixel spike or hard edge)
# refjdstart = JD of earliest sci image used for ref image [days]
# refjdend = JD of latest sci image used for ref image [days]
# procstatus = Per-epoch processing status codes (0 => no warnings); if non-zero, see accompanying log file and document link below
#
# Documentation: https://irsa.ipac.caltech.edu/data/ZTF/docs/forcedphot.pdf
#
# ------------------------------------------------------------------
# Order of columns below:
 index, field, ccdid, qid, filter, pid, infobitssci, sciinpseeing, scibckgnd, scisigpix, zpmaginpsci, zpmaginpsciunc, zpmaginpscirms, clrcoeff, clrcoeffunc, ncalmatches, exptime, adpctdif1, adpctdif2, diffmaglim, zpdiff, programid, jd, rfid, forcediffimflux, forcediffimfluxunc, forcediffimsnr, forcediffimchisq, forcediffimfluxap, forcediffimfluxuncap, forcediffimsnrap, aperturecorr, dnearestrefsrc, nearestrefmag, nearestrefmagunc, nearestrefchi, nearestrefsharp, refjdstart, refjdend, procstatus
#
 0 724 11 2 ZTF_r 444421974215 0 1.8445 283.172 6.22429 26.3604 2.2886e-06 0.0201523 0.0967528 4.57528e-06 1077 30. 0.038229 0.041856 20.6339 26.3604 2 2458198.9219792 724120242 -9.50330705914972 25.9631593759478 -0.407166485814182 1.18017334013934 -77.3083871272994 49.1503916610158 -1.58348816626549 1.03386951613431 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 1 724 11 2 ZTF_r 444453204215 0 1.9346 289.235 6.20925 26.3804 2.9639e-06 0.0228511 0.101814 5.92496e-06 1072 30. 0.042295 0.046392 20.6711 26.3804 2 2458198.953206 724120242 41.1680981189004 23.0676177438239 1.98523927734818 1.11554565862623 87.798746905744 43.9655858175264 2.01043782026467 1.03482361997374 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 2 724 11 2 ZTF_r 444467524215 0 1.6234 291.29 6.09629 26.3802 2.8101e-06 0.0223165 0.0974462 5.56148e-06 1074 30. 0.040336 0.049119 20.7354 26.3802 2 2458198.9675231 724120242 11.8365272614646 22.7204440807064 0.579511806289617 1.07681579085387 -55.2552643061482 43.8938465640769 -1.2673168574814 1.03399429680495 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 3 724 11 2 ZTF_r 444490974215 0 1.5432 352.66 5.31476 26.3803 2.7799e-06 0.0222048 0.100337 5.51501e-06 1070 30. 0.046678 0.057613 20.3942 26.275 1 2458198.9909722 724120242 147.45936386252 38.1865679291329 4.2955277579653 1.43425979709913 442.681026516569 70.9300022702741 6.28313117771522 1.02341476047039 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 56
 4 724 11 2 ZTF_r 444491924215 0 1.635 290.082 5.88855 26.3741 3.2167e-06 0.0237962 0.0978286 6.36973e-06 1063 30. 0.04198 0.055687 20.7631 26.3741 2 2458198.9919213 724120242 23.2595414727362 23.2771269764964 1.11154378423021 1.11515627916656 -57.9189826393216 44.3777200212736 -1.31392667968992 1.03747171699368 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 5 724 11 2 ZTF_r 444507564215 0 1.518 286.218 6.01099 26.3569 2.9448e-06 0.0228058 0.103383 5.80318e-06 1068 30. 0.048512 0.048378 20.7352 26.3569 2 2458199.0075694 724120242 39.5133221086747 23.6419488923999 1.8591527431307 1.12926571983383 53.9076105209122 45.2774154059923 1.19862586882902 1.03486056554556 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 6 724 11 2 ZTF_r 444508514215 0 1.4522 287.942 5.94897 26.3633 3.0404e-06 0.0231572 0.102997 6.01863e-06 1065 30. 0.050335 0.055939 20.759 26.3633 1 2458199.0085185 724120242 5.93771050575957 24.4135366589673 0.270547249368916 1.10016589232082 -129.058727090723 47.127065961357 -2.75697080632175 1.03543636465704 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 7 724 11 2 ZTF_r 444536424215 0 1.713 277.241 8.21231 26.3211 3.1019e-06 0.02347 0.105161 6.12091e-06 1068 30. 0.041008 0.05271 20.3655 26.3211 2 2458199.0364236 724120242 37.3625463716862 32.3923691464742 1.28306469523211 1.15548735194665 -19.4665670617032 61.0565857984384 -0.320975620477163 1.03966739512247 2.03756000760434 18.4539999008179 0.13400000333786 4.04699993133545 0.340999990701675 2458155.059722 2458219.001319 0
 8 724 11 2 ZTF_g 449498444215 0 2.4906 123.473 4.27771 26.33 4.0736e-06 0.0269743 -0.0357505 8.17483e-06 1073 30. 0.053421 0.050644 20.8655 26.33 2 2458203.9984491 724120142 -111.836777993128 24.5834233914755 -5.06054261920997 0.944359944101456 -96.5558197882376 38.9162469127299 -2.49782896608266 1.10255299133832 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 9 724 11 2 ZTF_g 449499394215 0 2.3703 123.264 4.25847 26.3301 4.0225e-06 0.0267373 -0.039523 8.0215e-06 1072 30. 0.052856 0.049672 20.9374 26.3301 1 2458203.9993981 724120142 -41.7149834393733 21.4483920034427 -2.16347628052414 1.01504468410493 -14.3633749525569 35.0494754641949 -0.412562896241618 1.09204770323209 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 10 724 11 2 ZTF_g 450408184215 0 3.5737 116.324 9.20315 26.3291 1.28238e-05 0.0412289 -0.0899394 3.27419e-05 851 30. 0.07311 0.066882 19.6119 26.3291 2 2458204.9081829 724120142 -38.6607611742901 57.8240424614859 -0.743732485928833 1.0473469803374 32.8363790577933 78.7793040017032 0.419622061642876 1.08830318183125 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 11 724 11 2 ZTF_g 450435424215 0 2.9103 119.209 8.01618 26.3429 8.645e-06 0.0370777 -0.103097 1.95144e-05 997 30. 0.057601 0.053246 19.9653 26.3429 2 2458204.9354282 724120142 -45.5149094492588 43.7810830457104 -1.15643701308007 0.964473219852915 -27.6390680167687 67.647065154228 -0.411329281863662 1.05680906756783 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 12 724 11 2 ZTF_g 450449904215 0 3.4649 120.368 7.12228 26.3462 9.3152e-06 0.0375644 -0.0735168 2.18037e-05 962 30. 0.063736 0.060509 19.9286 26.3462 2 2458204.9499074 724120142 -41.6118103585203 45.561881147157 -1.01594398842112 0.94683912514922 -152.775770325626 62.7216206654526 -2.45218032150476 1.08978251922346 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 13 724 11 2 ZTF_g 450467844215 0 2.3953 122.679 5.27505 26.3608 4.1809e-06 0.0271667 -0.0842985 8.41671e-06 1071 30. 0.051555 0.046128 20.6228 26.3608 2 2458204.9678472 724120142 44.154108314842 26.22658090002 1.87276913637765 1.04888089713903 -7.9227243929433 44.3049964076902 -0.180026747416202 1.05486086656084 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 14 724 11 2 ZTF_g 450492184215 0 2.7469 122.382 4.46529 26.3675 4.9903e-06 0.0297624 -0.0873938 9.9739e-06 1071 30. 0.058488 0.048185 20.6663 26.3675 2 2458204.9921875 724120142 -15.6016189106908 25.1131182725602 -0.691072839343947 1.13127234682702 -45.8095440100784 39.8479536197772 -1.15735112434344 1.06574870372377 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 15 724 11 2 ZTF_g 450520544215 0 2.4086 123.394 4.88586 26.3627 3.6932e-06 0.025525 -0.0764565 7.34976e-06 1068 30. 0.049677 0.044961 20.7141 26.3627 2 2458205.020544 724120142 26.1372919812895 26.9760644994441 1.07779657501978 0.925257265095043 42.0865879317668 45.3033520959122 0.935251842584036 1.0578603002128 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
 16 724 11 2 ZTF_g 451424434215 0 2.4931 22.3745 17.5298 24.5923 0.000163093 0.0502574 -0.0861703 0.000592432 199 30. 0.060989 0.064297 17.4655 24.5923 2 2458205.9244329 724120142 -83.2207402615757 93.5080395506478 -0.990005081670134 0.954556744683695 -324.257727782696 153.967164794393 -2.12020285410451 1.06773206156735 2.38949694520929 17.8850004196167 0.061999998986721 5.61999988555908 0.254000008106232 2458203.998449 2458227.865208 0
