reqId,ra,dec,startJD,endJD,created,started,ended,machine,exitcode,lightcurve
1826860,211.3783892,0.07,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:53:12,2024-06-13 21:00:46,15,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826860_lc.txt
1826861,240.6664109,0.037372,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:51:03,2024-06-13 20:58:35,12,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826861_lc.txt
1826862,90.9167336,0.0404,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:54:35,2024-06-13 21:01:46,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826862_lc.txt
1826863,221.2905623,0.024,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:54:54,2024-06-13 21:08:09,8,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826863_lc.txt
1826864,334.1940943,0.019,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:55:41,2024-06-13 21:12:34,3,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826864_lc.txt
1826865,186.0786105,0.06,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:45:32,2024-06-13 20:51:33,15,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826865_lc.txt
1826866,160.8756455,0.046,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:57:01,2024-06-13 21:02:51,2,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826866_lc.txt
1826867,22.4919848,0.04,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:57:09,2024-06-13 21:10:16,6,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826867_lc.txt
1826868,64.1733931,0.0315,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:57:17,2024-06-13 21:07:14,12,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826868_lc.txt
1826869,138.7534838,0.027214,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:57:44,2024-06-13 21:08:19,11,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826869_lc.txt
1826870,358.8653687,0.049921,2458194.5,2460474.121,2024-06-12 14:55:13,2024-06-13 20:58:17,2024-06-13 21:08:21,15,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826870_lc.txt
1826871,129.5440776,0.0286,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 20:59:09,2024-06-13 21:09:00,13,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826871_lc.txt
1826872,246.3020427,0.03038,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 20:59:10,2024-06-13 21:07:08,2,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826872_lc.txt
1826873,320.9141591,0.027,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 20:59:13,2024-06-13 21:10:37,12,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826873_lc.txt
1826874,145.7009482,0.006,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 20:59:27,2024-06-13 21:09:05,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826874_lc.txt
1826875,95.3950463,0.0054,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:00:30,2024-06-13 21:07:33,13,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826875_lc.txt
1826876,75.2662665,0.056,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:00:51,2024-06-13 21:15:38,15,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826876_lc.txt
1826877,194.7234027,0.023376,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:01:19,2024-06-13 21:06:54,9,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826877_lc.txt
1826878,15.9512944,0.04,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:01:50,2024-06-13 21:12:52,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826878_lc.txt
1826879,170.4280959,0.035426,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:02:03,2024-06-13 21:08:04,11,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826879_lc.txt
1826880,131.5883239,0.051,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:02:52,2024-06-13 21:12:25,7,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826880_lc.txt
1826881,195.0790307,0.046,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:02:59,2024-06-13 21:12:31,2,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826881_lc.txt
1826882,77.7763019,0.02844,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:03:05,2024-06-13 21:10:56,4,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826882_lc.txt
1826883,190.8843573,0.007,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 20:45:19,2024-06-13 20:50:57,12,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826883_lc.txt
1826884,318.7536126,0.04,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:03:43,2024-06-13 21:13:21,4,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826884_lc.txt
1826885,167.9824907,0.0298,2458194.5,2460474.121,2024-06-12 14:55:14,2024-06-13 21:03:59,2024-06-13 21:09:56,10,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8242/bc764e3111ff48d57dafe74da72e40b6/batchfp_req0001826885_lc.txt
1826886,250.8363409,61.5948518,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:06:59,2024-06-13 21:39:18,9,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826886_lc.txt
1826887,163.9395157,24.0277239,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:07:15,2024-06-13 21:18:13,2,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826887_lc.txt
1826888,195.060528,27.9567921,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 9:00:18,2024-06-13 9:40:18,6,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826888_lc.txt
1826889,289.1201164,41.8893542,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:07:20,2024-06-13 21:24:39,12,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826889_lc.txt
1826890,244.1257126,21.2513642,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:07:41,2024-06-13 21:26:07,13,0,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826890_lc.txt
1826891,60.6632611,25.2335423,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 18:15:21,2024-06-13 18:41:41,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826891_lc.txt
1826892,74.7593785,-0.4419266,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:08:11,2024-06-13 21:29:22,11,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826892_lc.txt
1826893,9.472744,-21.471928,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:08:32,2024-06-13 21:15:09,8,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826893_lc.txt
1826894,204.8457138,51.0497736,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:08:26,2024-06-13 21:30:04,15,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826894_lc.txt
1826895,97.9791537,35.5565825,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:09:11,2024-06-13 21:39:35,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826895_lc.txt
1826896,90.9167336,-26.663159,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:09:16,2024-06-13 21:29:12,11,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826896_lc.txt
1826897,221.2905623,9.2739279,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:09:24,2024-06-13 21:23:15,13,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826897_lc.txt
1826898,334.1940943,86.9325033,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:09:58,2024-06-13 21:18:34,7,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826898_lc.txt
1826899,186.0786105,10.4462804,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:09:59,2024-06-13 21:24:08,10,55,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826899_lc.txt
1826900,22.4919848,19.4391821,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:12:57,2024-06-13 21:27:35,1,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826900_lc.txt
1826901,170.4280959,34.3583059,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:27:43,2024-06-13 21:55:25,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826901_lc.txt
1826902,131.5883239,-12.656028,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:39:46,2024-06-13 21:46:29,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826902_lc.txt
1826903,195.0790307,-33.6297568,2458194.5,2460474.128,2024-06-12 15:06:36,2024-06-13 21:46:33,2024-06-13 21:46:35,1,63,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826903_lc.txt
1826904,77.7763019,-1.0802049,2458194.5,2460474.128,2024-06-12 15:06:37,2024-06-13 21:46:35,2024-06-13 21:54:53,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826904_lc.txt
1826905,318.7536126,21.9102038,2458194.5,2460474.128,2024-06-12 15:06:37,2024-06-13 21:55:02,2024-06-13 22:15:49,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826905_lc.txt
1826906,167.9824907,3.1337029,2458194.5,2460474.128,2024-06-12 15:06:37,2024-06-13 21:55:36,2024-06-13 22:03:41,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8243/38c36a1d9ce2c532cdc59df28dab9094/batchfp_req0001826906_lc.txt
1826907,250.8363409,61.59485183,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 21:06:59,2024-06-13 21:39:18,9,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826907_lc.txt
1826908,32.76231,36.48174991,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 22:03:45,2024-06-13 22:25:13,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826908_lc.txt
1826909,163.9395157,24.02772392,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 21:07:15,2024-06-13 21:18:13,2,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826909_lc.txt
1826910,24.10225903,22.04985389,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 22:15:56,2024-06-13 22:33:40,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826910_lc.txt
1826911,195.060528,27.95679209,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 9:00:18,2024-06-13 9:40:18,6,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826911_lc.txt
1826912,356.0632529,-23.52918121,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 22:25:22,2024-06-13 22:30:45,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826912_lc.txt
1826913,289.1201164,41.88935424,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 21:07:20,2024-06-13 21:24:39,12,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826913_lc.txt
1826914,244.1257126,21.25136419,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 21:07:41,2024-06-13 21:26:07,13,0,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826914_lc.txt
1826915,186.6344307,31.42834243,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 22:30:48,2024-06-13 22:35:53,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826915_lc.txt
1826916,214.2615809,10.82199681,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 22:33:50,2024-06-13 22:47:07,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826916_lc.txt
1826917,163.7085071,-7.380964391,2458194.5,2460474.264,2024-06-12 18:22:44,2024-06-13 22:35:54,2024-06-13 22:43:16,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826917_lc.txt
1826918,60.66326112,25.23354229,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 18:15:21,2024-06-13 18:41:41,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826918_lc.txt
1826919,74.75937846,-0.4419266447,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:08:11,2024-06-13 21:29:22,11,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826919_lc.txt
1826920,9.472744,-21.471928,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:08:32,2024-06-13 21:15:09,8,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826920_lc.txt
1826921,45.87997298,27.68219876,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 22:43:21,2024-06-13 22:55:56,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826921_lc.txt
1826922,204.8457138,51.04977363,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:08:26,2024-06-13 21:30:04,15,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826922_lc.txt
1826923,240.276152,19.45021417,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 22:47:15,2024-06-13 23:03:11,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826923_lc.txt
1826924,55.28812041,-2.848537586,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 22:56:05,2024-06-13 23:03:58,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826924_lc.txt
1826925,184.5078288,-20.85760188,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:03:19,2024-06-13 23:06:37,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826925_lc.txt
1826926,203.1880694,-13.04716053,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:04:03,2024-06-13 23:10:46,1,55,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826926_lc.txt
1826927,97.97915369,35.55658245,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:09:11,2024-06-13 21:39:35,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826927_lc.txt
1826928,16.88778656,32.40822861,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:06:40,2024-06-13 23:31:53,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826928_lc.txt
1826929,178.7942524,-7.843156339,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:10:50,2024-06-13 23:13:18,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826929_lc.txt
1826930,211.3783892,15.72095064,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:13:19,2024-06-13 23:30:13,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826930_lc.txt
1826931,240.6664109,15.76214896,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:30:23,2024-06-13 23:48:00,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826931_lc.txt
1826932,90.9167336,-26.66315895,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:09:16,2024-06-13 21:29:12,11,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826932_lc.txt
1826933,221.2905623,9.273927895,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:09:24,2024-06-13 21:23:15,13,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826933_lc.txt
1826934,334.1940943,86.93250327,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:09:58,2024-06-13 21:18:34,7,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826934_lc.txt
1826935,186.0786105,10.44628041,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:09:59,2024-06-13 21:24:08,10,55,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826935_lc.txt
1826936,160.8756455,19.08295147,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:32:02,2024-06-13 23:41:50,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826936_lc.txt
1826937,22.49198481,19.43918211,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:12:57,2024-06-13 21:27:35,1,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826937_lc.txt
1826938,64.17339308,-12.18356267,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:41:59,2024-06-13 23:54:34,1,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826938_lc.txt
1826939,138.7534838,22.58956198,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:48:08,2024-06-14 0:10:45,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826939_lc.txt
1826940,358.8653687,-34.8748441,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:54:42,2024-06-13 23:54:44,1,63,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826940_lc.txt
1826941,129.5440776,25.10152017,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 23:54:45,2024-06-14 0:08:58,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826941_lc.txt
1826942,246.3020427,40.84025347,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-14 0:09:06,2024-06-14 0:47:51,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826942_lc.txt
1826943,320.9141591,39.58090292,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-14 0:10:56,2024-06-14 0:47:22,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826943_lc.txt
1826944,145.7009482,-3.607061832,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-14 0:47:29,2024-06-14 1:02:20,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826944_lc.txt
1826945,95.39504627,-27.21486246,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-14 0:48:00,2024-06-14 0:53:46,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826945_lc.txt
1826946,194.7234027,28.12694986,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 9:00:18,2024-06-13 9:40:18,6,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826946_lc.txt
1826947,15.95129445,10.59235175,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-14 0:53:51,2024-06-14 1:07:19,1,56,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826947_lc.txt
1826948,170.4280959,34.35830593,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:27:43,2024-06-13 21:55:25,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826948_lc.txt
1826949,131.5883239,-12.65602804,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:39:46,2024-06-13 21:46:29,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826949_lc.txt
1826950,195.0790307,-33.62975679,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:46:33,2024-06-13 21:46:35,1,63,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826950_lc.txt
1826951,77.7763019,-1.080204896,2458194.5,2460474.264,2024-06-12 18:22:45,2024-06-13 21:46:35,2024-06-13 21:54:53,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826951_lc.txt
1826952,318.7536126,21.9102038,2458194.5,2460474.264,2024-06-12 18:22:46,2024-06-13 21:55:02,2024-06-13 22:15:49,1,61,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826952_lc.txt
1826953,167.9824907,3.133702873,2458194.5,2460474.264,2024-06-12 18:22:46,2024-06-13 21:55:36,2024-06-13 22:03:41,1,57,/ztf/ops/forcedphot/lc/batchfp/br008201-008300/8244/85e89821bb99532a9e08942298a06531/batchfp_req0001826953_lc.txt
1932040,296.9899108,3.945055179,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:41:04,2024-06-21 15:46:18,15,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932040_lc.txt
1932041,185.4481515,10.59147507,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:41:35,2024-06-21 16:03:30,9,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932041_lc.txt
1932042,201.2416019,-24.18078484,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:41:41,2024-06-21 15:42:34,12,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932042_lc.txt
1932043,96.72038767,-24.61479755,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:41:48,2024-06-21 15:47:42,12,57,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932043_lc.txt
1932044,28.93614807,-25.24876335,2458194.5,2460481.151,2024-06-19 15:38:49,2024-06-21 15:42:35,2024-06-21 15:46:31,12,61,/ztf/ops/forcedphot/lc/batchfp/br008301-008400/8323/979863cab0c0f136f5788231d3eda848/batchfp_req0001932044_lc.txt
