objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 0.04094945978942355, 58448.37828555, 58492.23770405, ATLAS, 36.9608853154884, 0.15604069150838262, 0.5302889728032337, 0.049766902707012714, 58452.80920428339, 0.3823215577783235, -0.18076415887526434, 0.05716960196227494, 11.024363619703006, 0.0011197732616178959
2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 0.02743906681194086, 59896.60439125, 59966.44071105, ATLAS, 36.27998706231073, 0.23386166411957504, 0.47946644258688836, 0.07135354652956319, 59907.516398153384, 0.8301570587496412, -0.05413195351622028, 0.04159747781686759, 10.475026394544468, 0.000842787923706665
2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 0.02673977491922197, 58558.56347605, 58647.34267315, ATLAS, 36.448322256350046, 0.05593956982443523, 0.6430047524991241, 0.017361013292243953, 58575.10987803294, 0.13109075218824948, -0.2846135516279349, 0.01941193775806305, 10.584872344449861, 0.0011367594478676015
2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 0.02374383146928616, 60452.33804475, 60490.97549505, ATLAS, 35.319590596399415, 0.11911288310138805, 0.40102920163115846, 0.018600839769857422, 60460.92757821009, 0.2825116329536521, 0.10207560428556357, 0.04246283321675243, 10.717597614530817, 0.0005467162453691708
2021bls, 250.83634089611053, 61.594851830280966, 0.019, 0.018280479460841326, 59238.63045375, 59298.56669435, ATLAS, 35.1027715301455, 0.4957816383127162, 0.33577220270974834, 0.08825743667716442, 59246.9687814451, 0.5604405930269393, -0.07826188042677996, 0.07099649423521663, 10.690134763061476, 0.00042944945706021567
2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 0.025153068178331184, 59871.27977755, 59907.21929055, ATLAS, 35.81148680992471, 0.14800154171788812, 0.41886087072587774, 0.05429205103526317, 59882.89390831238, 0.2824339292193484, -0.287280822925981, 0.09510874066610787, 10.627211602301852, 0.0011031908574760728
2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 0.026616241199034718, 59287.61540915, 59336.39578095, ATLAS, 36.22947359980337, 0.12179123511550004, 0.5137060375936408, 0.04780620585809667, 59294.10749659926, 0.2917548380369546, 0.10562729758111085, 0.06997682511179945, 10.287436116011223, 0.0011406832616291658
2021agnf, 97.9791536881518, 35.55658245184793, 0.027, 0.0282223862911668, 59571.58672475, 59616.34750125, ATLAS, 36.122795496593376, 0.3761687008166225, 0.41886488860046084, 0.06979528119020863, 59573.74861537567, 0.38123984179745757, -0.269803931383572, 0.190544043787058, 6.650223900139206, 0.2459859956584919
2019be, 195.0605280377852, 27.95679209010926, 0.02, 0.019498349793965808, 58483.62853255, 58529.51429045, ATLAS, 36.089859215701246, 0.132913874297888, 0.39255822707101323, 0.024479132904677545, 58488.89453478729, 0.34484989957318835, 0.022737357906185467, 0.04132919096443266, 10.757611545644629, 0.00038517114109421353
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 0.01975138331273918, 59304.44045585, 59692.37141005, ATLAS, 35.679573331545264, 0.1944429425846211, 0.479257844289568, 0.03480280699495381, 59338.47354890752, 0.3748117260910364, -0.165019079989127, 0.07253648319730907, 10.713022716938031, 0.00037423560637777904
2023fwb, 320.9141590918043, 39.58090292249856, 0.027, 0.028223448669459916, 60050.60428095, 60170.48626405, ATLAS, 36.04240787169071, 0.16889072457070115, 0.43433741745105875, 0.03474306976059382, 60058.54553728595, 0.3318596141469045, -0.2953953642109968, 0.05064053665775511, 8.083420755485886, 0.029802813525155545
2019op, 35.424387026612415, -25.927123010010185, 0.04, 0.04049545848588787, 58491.28400175, 58679.57638905, ATLAS, 37.01280566090931, 0.3059816400616505, 0.47281909133839123, 0.055137295453918975, 58496.71672065704, 0.684076869422759, -0.2292806379007368, 0.08946565438167722, 8.40685425462122, 0.0035269244904225774
