objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2006gt, 14.072083, -1.629444, 0.0448, 0.042419119009330715, 54001.67, 54076.62, CSP, 36.5872377103584, 0.022116522541796062, 0.5751224004003465, 0.01110648455799772, 54003.998789056466, 0.07646603462591871, 0.0026547905285083193, 0.015362217756342746, 10.111136946318842, 0.0037506224022017622
2007ba, 229.177625, 7.396611, 0.0385, 0.038133865739342986, 54190.83, 54255.61, CSP, 35.56143898006861, 0.034762229465511905, 0.549092006975731, 0.010784483668533516, 54198.10505828038, 0.07207005203766269, 0.13904553571532946, 0.019045089507773998, 11.141102329068884, 0.0008626674562506656
2008bd, 154.597167, -13.103111, 0.0301, 0.031300703090299295, 54541.7, 54607.65, CSP, 35.78454170284122, 0.050614271778405884, 0.441039160380559, 0.01675144659002409, 54531.375941435355, 0.5872661748615364, -0.006589868140715011, 0.028028274780998095, 11.066906876654066, 0.0008724495479113708
2008bt, 162.570333, -12.108889, 0.0154, 0.016446211765812194, 54571.61, 54651.47, CSP, 34.01284785979987, 0.03105357411258831, 0.5023450308363733, 0.012157597673120362, 54572.652164964034, 0.10250879408626233, 0.24191130900037502, 0.019567813119848548, 10.724456328263154, 0.0005206097319448586
2018eyi, 246.30204266284116, 40.84025346715421, 0.03038, 0.03103047946117822, 58338.32212535, 59038.33826955, ATLAS-ZTF, 35.7720352342641, 0.055120156149558494, 0.35088791213952225, 0.010302305830514358, 58339.66129955578, 0.14331202592484316, 0.1733136938357014, 0.02767203737631014, 10.143590364193393, 0.0012393031211338115
2018hkw, 39.59514195668058, -11.738924787800649, 0.027, 0.026350289596668946, 58056.40554975, 58904.25789245, ATLAS-ZTF, 35.350621584532405, 0.27803016630417704, 0.4217649755852995, 0.03954725163412447, 58409.48884412677, 0.35858486766578856, 0.05985521963113925, 0.08933144115036923, 10.363890745262498, 0.0009738245140280028
2018jag, 15.951294449789689, 10.592351746809557, 0.04, 0.0382127773955262, 58448.37828555, 58492.23770405, ATLAS-ZTF, 36.7529304572001, 0.08059628819958306, 0.6177439066936639, 0.026139265108873867, 58454.2695017831, 0.20686487157679026, 0.01788272293561318, 0.03114893659270256, 11.024363619703006, 0.0011197732616178959
2019be, 195.0605280377852, 27.95679209010926, 0.02, 0.02306703697326352, 58483.62853255, 58529.51429045, ATLAS-ZTF, 35.37304755938819, 0.043322902669867984, 0.3526543080519733, 0.009345297537642589, 58488.62968963257, 0.12044496976027667, 0.27326632506840765, 0.021109951438219046, 10.757611545644629, 0.00038517114109421353
2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 0.028415076274861714, 58558.56347605, 58647.34267315, ATLAS-ZTF, 35.933031175943775, 0.03402810394327318, 0.6006717419953802, 0.01128276811018002, 58575.296994734636, 0.0925445654515258, -0.08595422879941143, 0.0154990996914587, 10.584872344449861, 0.0011367594478676015
2019cp, 163.7085070947211, -7.38096439111269, 0.05, 0.051879365434930505, 58486.59136235, 58610.37815865, ATLAS-ZTF, 36.86222072257918, 0.10110922022615414, 0.576165853856862, 0.02949271945041816, 58492.58548093139, 0.21203178841965656, 0.2556609712219687, 0.03930627550287859, 10.54711612988143, 0.0023269572276193662
2019moq, 6.61545160003238, 38.1232395512729, 0.0596, 0.0579716093873729, 58400.27783560008, 58987.46677079983, ZTF, 37.42184004086412, 0.032466705107418385, 0.7239777874116374, 0.012718098455247271, 58695.27767290531, 0.09739192164175718, 0.038596140974170634, 0.01583034012089431, 10.979192644467481, 0.0047669442378859665
2019op, 35.424387026612415, -25.927123010010185, 0.04, 0.03872130026317916, 58491.28400175, 58679.57638905, ATLAS-ZTF, 36.76586405746545, 0.1586538393873029, 0.5252271809730013, 0.04499198382318978, 58497.01230733827, 0.4466179937578419, -0.05754416369854554, 0.0484142484302738, 8.40685425462122, 0.0035269244904225774
2020abpe, 24.102259033033917, 22.049853890014997, 0.05, 0.04819889426180836, 59185.43413395, 59613.26274815, ATLAS-ZTF, 36.50554280249927, 0.08137890882523548, 0.488924072489461, 0.021151485621671566, 59193.71073367893, 0.2256476876334616, 0.16908267082224815, 0.03406191336150433, 10.649515955931236, 0.0029270517243323553
2020acbx, 131.588323927133, -12.656028038917848, 0.051, 0.05259510797396794, 59187.55942165, 59503.64067935, ATLAS-ZTF, 37.39482013361711, 0.14384214113603205, 0.6342770814536435, 0.05506294460622972, 59195.056971879356, 0.5048012054190071, 0.21859528447802049, 0.06841245940449332, 10.202182551202336, 0.003249982662315169
2020acoo, 145.30888148708254, 26.088601383976407, 0.044125, 0.04462430835039662, 59193.56125295, 59231.46868865, ATLAS-ZTF, 37.247943684511654, 0.09393102483400916, 0.5279414622905687, 0.02091750339632953, 59199.64896222676, 0.20772977395197345, -0.24393433721181346, 0.038168300601350645, 10.685674382711474, 0.0012919791233251478
2020vae, 270.744675, 52.115075, 0.04846, 0.04783724267661762, 58854.57377310004, 59401.25732639991, ZTF, 36.35520617568429, 0.05073297169753968, 0.5046513550328079, 0.015756517843147497, 59134.00286494607, 0.1430801232825301, 0.1613102981829377, 0.027277445700862657, 10.61938683424752, 0.015165662741275331
2021abzd, 10.8995375, 30.592322222222222, 0.018086, 0.015988893991432624, 59217.20123839984, 59803.38336810004, ZTF, 34.57314737624361, 0.02485215155210882, 0.5798575922456422, 0.010058751448232891, 59519.101387340095, 0.07930737428784872, 0.03965667217002621, 0.016530909388776223, 10.78600418510209, 0.0005559682094218451
2021afur, 155.55415833333333, 17.861225, 0.028, 0.02895868326802631, 59251.35032409988, 59749.20917819999, ZTF, 36.29278782802998, 0.09492594739802182, 0.3902785871820168, 0.019915375487910798, 59543.37498225871, 0.27434754898040803, 0.2630653894064153, 0.06128345320803699, 10.30385583831088, 0.0010795880607671832
2021cad, 163.93951567951174, 24.02772392247501, 0.041546, 0.04219663739599958, 59249.64870315, 59662.43854885, ATLAS-ZTF, 36.400018743199645, 0.06241932561891431, 0.4009230868565467, 0.01785276067458273, 59250.34174108125, 0.24013660978157694, 0.07396807437895558, 0.03611422532728771, 10.358143010854041, 0.0015162175022677541
2021fnr, 219.50783765468793, 10.184075515070733, 0.026949, 0.028493218937518137, 59287.61540915, 59336.39578095, ATLAS-ZTF, 35.669904208905315, 0.04913886802317718, 0.4720936475616313, 0.014961713869815069, 59293.05938477636, 0.14481326470703823, 0.23367968451488355, 0.022430768332135427, 10.287436116011223, 0.0011406832616291658
2021mab, 178.79425241592884, -7.843156338771086, 0.021, 0.02171286129914082, 59304.44045585, 59692.37141005, ATLAS, 35.679573331545264, 0.1944429425846211, 0.479257844289568, 0.03480280699495381, 59338.47354890752, 0.3748117260910364, -0.165019079989127, 0.07253648319730907, 10.713022716938031, 0.00037423560637777904
2021qqr, 257.3738166666666, -22.44768611111111, 0.0309549998, 0.02955232369457374, 59320.46214119997, 59455.16781250015, ZTF, 35.93082290074715, 0.07658369472047294, 0.5976171262766585, 0.025567743079182848, 59392.089197586356, 0.2377134341299276, -0.17994776411102453, 0.05294734319331985, 8.573645842354992, 0.09099381995104013
2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 0.05335311633514992, 59428.58149315, 59596.26493355, ATLAS-ZTF, 37.3148563504395, 0.10656309124963599, 0.828039776391628, 0.0359240681669289, 59439.80490092249, 0.4472188819068323, 0.18452646218582353, 0.04693811042510284, 7.813528673239915, 0.07763466766209964
2021wzb, 72.76727135859213, -5.956928904982985, 0.0478, 0.04667527520538065, 59447.62130585, 59614.29573955, ATLAS-ZTF, 36.532737911786434, 0.062379738652671136, 0.5498627841210877, 0.019436880034310457, 59456.00413788899, 0.2240016766636569, 0.1469924658888885, 0.040392991075063424, 11.289712997692881, 0.0007520392347699466
2021xfm, 318.7536126075913, 21.91020380379556, 0.04, 0.03891714552012141, 59445.35794685, 59465.45646065, ATLAS-ZTF, 36.53810586250791, 0.09466723501756061, 0.35326790073807496, 0.023962447534568578, 59449.2723105804, 0.3050457307089242, 0.1804089413102575, 0.06279631438553544, 10.643884474652957, 0.0019805168293122876
2021zsz, 92.63879631704842, -14.538870149377928, 0.035746, 0.035856816942636906, 59481.57166765, 59518.52807375, ATLAS-ZTF, 36.77339865627167, 0.14576989776812257, 0.618352718541851, 0.0456483524392462, 59488.5489148517, 0.3459424864142256, -0.10288689701371274, 0.0944507621549633, 10.964851218836822, 0.005379263240545481
2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 0.028056130920204717, 59896.60439125, 59966.44071105, ATLAS-ZTF, 35.80790271611657, 0.060406112581955336, 0.4324152319605522, 0.01526639832739181, 59906.948858100506, 0.1999110799498405, 0.07290313353470709, 0.02904297551086957, 10.475026394544468, 0.000842787923706665
2022rey, 268.3069708333333, 42.788525, 0.04, 0.03925605753464476, 59540.13131939992, 60099.42224540003, ZTF, 36.636354711406526, 0.08204881875680524, 0.433220713058394, 0.023707725942129953, 59810.1794007328, 0.2304207267659764, 0.15411347973802444, 0.047435663061211206, 10.665653521436408, 0.0016239326144556986
2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 0.03694676748087407, 59799.26134245, 59843.27370145, ATLAS-ZTF, 36.02520196625483, 0.05204439682703336, 0.4958244819977668, 0.01465924304523614, 59815.609491250056, 0.1575375435491508, 0.1279625259683177, 0.024789012890637556, 10.48999877821179, 0.0018017453246977574
2022ubt, 289.1201163647384, 41.889354239490345, 0.052, 0.051257701839249416, 59833.34053935, 59843.35851895, ATLAS-ZTF, 37.356296357864686, 0.06949821514282227, 0.613447896647126, 0.026439686836987247, 59844.047336441094, 0.18288418700621267, -0.11883224656205632, 0.02934489393769545, 10.387851541544412, 0.0032791740061456085
2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 0.031030433523826992, 59838.59263395, 60014.10670815, ATLAS-ZTF, 35.99001164789573, 0.0820126514689972, 0.4418781811349528, 0.019497347418979318, 59867.63118381848, 0.22776815130261083, 0.04901119510195016, 0.04180349459404866, 10.79645631191364, 0.0017011828138871884
2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 0.0244274878352953, 59871.27977755, 59907.21929055, ATLAS, 35.81148680992471, 0.14800154171788812, 0.41886087072587774, 0.05429205103526317, 59882.89390831238, 0.2824339292193484, -0.287280822925981, 0.09510874066610787, 10.627211602301852, 0.0011031908574760728
2022zvu, 148.46274583333332, -7.792683333333334, 0.019323, 0.020483170027215395, 59625.31541670021, 60081.21770829987, ZTF, 34.805737633398444, 0.06459366714062706, 0.5917215207035034, 0.019981359303789116, 59896.25765453732, 0.21389152157111246, 0.20537984150293107, 0.042616463552853256, 10.542607440652626, 0.0012099832400037588
2023cvq, 129.54407756604917, 25.101520167165358, 0.0286, 0.02856820267646943, 59998.33307715, 60047.36043675, ATLAS-ZTF, 36.27542204807734, 0.18767332535797462, 0.3733317125928481, 0.03038804497181615, 60005.73701286536, 0.4383842930333259, -0.01328189219485144, 0.09044704153597762, 10.547609098927339, 0.0009310322625326865
