objname, ra, dec, z, z_cmb, MJDs, MJDe, origin, mu, mu_err, st, st_err, Tmax, Tmax_err, EBVhost, EBVhost_err, hostMass, hostMass_err
2022fjx, 160.87567916666663, 19.08300277777778, 0.046, 0.04591561191354954, 59367.20682869991, 59937.380914399866, ZTF, 36.786303544793526, 0.08956544108970559, 1.203212669412079, 0.05512519987828307, 59671.658916721055, 1.180166280118508, 0.29926583676867324, 0.03912939215403131, 7.902232705509368, 0.09912341714318443
2023acdv, 203.18804166666663, -13.047169444444444, 0.023, 0.024075706257608243, 60061.28024310013, 60474.193240699824, ZTF, 35.18233473412046, 0.06966232161049922, 0.596015310793488, 0.0295998714756482, 60317.03806246017, 0.10303661316565131, 0.09075742947419518, 0.053219125231227335, 0.0, 0.0
2018lph, 250.902241666667, 33.5336, 0.08, 0.0793896692375815, 58204.446608799975, 58600.39467590023, ZTF, 38.11200269871535, 0.22744832692587763, 1.1328967089304172, 0.1184480778501894, 58321.94671668256, 0.8865949429125722, 0.4012278675183595, 0.08087289323116859, 10.34149581173226, 0.004396506937327917
2023bhm, 70.72892083333333, 0.618425, 0.015419, 0.015766275577465683, 59825.48078700015, 60268.35903939977, ZTF, 34.22215484410448, 0.02994610937256433, 0.9380123616666312, 0.015260952842297093, 59990.82402225551, 0.07996809368444945, 0.05626200238797627, 0.010565204338202901, 10.944880130229151, 0.0007042302707270253
2023fwb, 320.9141458333333, 39.580933333333334, 0.027, 0.02822345528064485, 59756.4484490999, 60290.1420948999, ZTF, 35.55367462196138, 0.04975632410439335, 0.43217573041442403, 0.010142673481895207, 60058.54897664645, 0.07917017457314321, -0.10748876756432336, 0.020789785663412413, 8.083420755485886, 0.029802813525155545
2021afur, 155.55415833333333, 17.861225, 0.028, 0.029266991403337883, 59251.35032409988, 59749.20917819999, ZTF, 36.29278782802998, 0.09492594739802182, 0.3902785871820168, 0.019915375487910798, 59543.37498225871, 0.27434754898040803, 0.2630653894064153, 0.06128345320803699, 10.30385583831088, 0.0010795880607671832
2022ihz, 145.70094583333332, -3.6070722222222225, 0.006, 0.006950211129378658, 59693.19579860009, 59992.292060200125, ZTF, 33.08317381880609, 0.08634502038702403, 1.1893938396771782, 0.03170422336890849, 59706.00613253916, 0.293617974649929, 0.5150970393242963, 0.034787550163391585, 0.0, 0.0
2018baz, 246.055791666667, 25.2720555555556, 0.1, 0.10108218579281303, 58205.48932870012, 58278.18069439987, ZTF, 35.39893412256469, 0.4019018773408191, 0.8430033437135253, 0.06446258008018349, 58215.38149450954, 0.7245554129534723, 1.1116200368751374, 0.17535126793501432, 8.666571789473174, 0.1010321439244665
2018ciw, 224.878291666667, 28.1830166666667, 0.056, 0.05698225640121524, 58214.36912039993, 58558.28313660016, ZTF, 37.74084140618761, 0.6790524882196702, 0.7517835786252189, 0.06364783698718214, 58263.546488642816, 2.4693444331615164, -0.3791721111096238, 0.30544075120635017, 12.38697996711908, 0.004384734224813007
2019noh, 346.419825, 27.6659805555556, 0.0249, 0.023790246426944828, 58426.24295140011, 58967.492083299905, ZTF, 34.536272564504074, 0.0920631059948819, 0.3705491980507805, 0.019878986992013587, 58714.3375256385, 0.22369743558745533, 0.6304980670028795, 0.053303000804549514, 10.77252153435704, 0.0007017531518671983
