MJD,m,dm,uJy,duJy,F,err,chi/N,RA,Dec,x,y,maj,min,phi,apfit,mag5sig,Sky,Obs
60659.061191,-23.351,13.083,-2,22,o,0,1.69,174.02,-34.33579,3685.38,2192.64,2.26,2.08,-59.2,-0.422,18.6,19.18,03a60659o0628o
60659.071214,-20.005,0.658,-36,24,o,0,0.84,174.02,-34.33579,3669.48,2154.39,2.2,2.02,-52.3,-0.432,18.7,19.23,03a60659o0648o
60659.081467,-21.288,2.105,-11,23,o,0,0.89,174.02,-34.33579,3728.08,2234.31,2.19,2.0,-58.0,-0.425,18.72,19.27,03a60659o0670o
60659.085091,21.46,2.36,10,22,o,0,1.02,174.02,-34.33579,3750.79,2118.65,2.17,1.97,-53.8,-0.434,18.71,19.25,03a60659o0678o
60661.316817,20.604,2.373,21,49,o,0,1.3,174.02,-34.33579,9567.25,2360.02,2.39,2.23,-88.2,-0.39,17.76,18.45,04a60661o0616o
60661.320122,19.628,0.483,51,25,o,0,1.08,174.02,-34.33579,9547.83,2322.25,2.44,2.14,-32.7,-0.403,18.76,19.45,04a60661o0623o
60661.329881,19.664,0.514,50,25,o,0,1.3,174.02,-34.33579,9607.18,2398.79,2.4,2.22,-41.2,-0.396,18.76,19.37,04a60661o0642o
60661.346268,-18.717,0.578,-118,68,o,0,0.97,174.02,-34.33579,9624.54,2283.06,2.36,2.3,-68.9,-0.382,17.85,17.94,04a60661o0677o
60664.067383,21.229,1.651,12,19,o,0,1.11,174.02,-34.33579,7622.76,4010.82,2.2,1.87,-47.5,-0.457,18.63,19.61,03a60664o0631o
60664.070667,22.525,5.667,4,20,o,0,0.91,174.02,-34.33579,7604.93,3972.9,2.19,1.88,-49.0,-0.452,18.87,19.7,03a60664o0638o
60664.080704,19.911,0.446,39,18,o,0,0.79,174.02,-34.33579,7662.43,4050.91,2.31,2.05,-53.4,-0.443,18.91,19.76,03a60664o0660o
60664.088945,-21.138,1.458,-13,19,o,0,1.47,174.02,-34.33579,7685.78,3935.9,2.25,1.94,-53.4,-0.447,18.83,19.53,03a60664o0678o
60664.097503,20.718,1.891,19,36,o,0,0.88,174.02,-34.33579,7649.26,3994.05,2.35,1.96,-55.4,-0.422,18.25,18.45,03a60664o0695o
60665.30073,-19.898,0.407,-40,16,o,0,1.24,174.02,-34.33579,7585.59,3962.28,2.11,1.91,-31.9,-0.462,18.92,19.73,04a60665o0578o
60665.304003,22.096,3.256,5,17,o,0,1.94,174.02,-34.33579,7566.07,3924.35,2.13,1.94,-34.1,-0.457,18.96,19.74,04a60665o0585o
60665.311457,20.473,0.883,24,21,o,0,1.25,174.02,-34.33579,7624.17,4001.9,2.22,2.02,-34.3,-0.462,18.87,19.67,04a60665o0601o
60665.332393,-20.58,0.918,-21,20,o,0,0.93,174.02,-34.33579,7642.76,3888.67,2.18,1.91,-36.9,-0.46,18.97,19.8,04a60665o0644o
60666.304908,20.831,1.323,17,22,o,0,0.91,174.02,-34.33579,7459.68,7833.59,2.12,1.81,-42.8,-0.439,19.01,19.91,04a60666o0584o
60666.308621,-22.303,4.034,-4,18,o,0,1.69,174.02,-34.33579,7441.39,7794.95,2.1,1.82,-46.7,-0.499,18.94,19.87,04a60666o0592o
