objname, objname, ra, dec, z, MJDs, MJDe, mu, st, Tmax, EBVhost, mu_err, st_err, Tmax_err, EBVhost_err, host_mass, host_mass_err
2023bhm, 2023bhm, 70.72920636772062, 0.6183744592240744, 0.015419, 59976.83921515, 60044.99866465, 34.44602242927735, 0.9019607901029157, 59991.81990788628, -0.12483438733462164, 0.05194116708330244, 0.02727085050770887, 0.11908894536592686, 0.02331776004578743, 10.944880130229151, 0.0007042302707270253
2023mkp, 2023mkp, 204.8457138175562, 51.04977363195092, 0.015293, 60106.33883255, 60172.27178905, 35.679495696696144, 0.47110987034044655, 60131.57595384201, -0.18549238855431707, 0.2340207232571762, 0.06714824554217276, 0.5206160019928621, 0.06723423934737194, 10.235440101474703, 0.0009147764240383092
2023fwb, 2023fwb, 320.9141590918043, 39.58090292249856, 0.027, 60050.60428095, 60170.48626405, 35.68609161169633, 0.44000589099684034, 60058.66770823753, -0.19092787129128316, 0.14136023534335224, 0.03562300326424362, 0.33957745080292495, 0.05172986901057347, 8.083420755485886, 0.029802813525155545
2023vjh, 2023vjh, 60.663261124483185, 25.233542294649613, 0.019, 60235.49047755, 60287.42146725, 35.2358628164846, 0.3751871070782536, 60245.27845102252, -0.027571927486979564, 0.0975712302647309, 0.020799098285479167, 0.2547906350673958, 0.06944327311117186, 10.650404500305129, 0.002056533560023752
2022aaok, 2022aaok, 138.75348383900604, 22.589561981475406, 0.027214, 59896.60439125, 59966.44071105, 35.96813066581007, 0.46057927324827774, 59907.36257280993, 0.10807313597900989, 0.2092965378454292, 0.0639235664617291, 0.782242407877647, 0.044985301576129476, 10.475026394544468, 0.000842787923706665
2018jag, 2018jag, 15.951294449789689, 10.592351746809557, 0.04, 58448.37828555, 58492.23770405, 36.48461323087967, 0.4978315916066058, 58452.521957215205, -0.003477128408660659, 0.12745019500865018, 0.0404369290580581, 0.35561132813451646, 0.05634514628847463, 11.024363619703006, 0.0011197732616178959
2019cdc, 2019cdc, 212.20472173447806, 35.6142343137112, 0.02777, 58558.56347605, 58647.34267315, 36.05044631185484, 0.6441265458654987, 58574.95331255127, -0.11709440424730821, 0.044408409838193025, 0.016751800541352956, 0.12676644104521126, 0.019158914408781022, 10.584872344449861, 0.0011367594478676015
2019op, 2019op, 35.424387026612415, -25.927123010010185, 0.04, 58491.28400175, 58679.57638905, 36.509399536764285, 0.44753759824291417, 58496.46720582978, -0.039018188178349886, 0.2546874726894678, 0.052898418865458104, 0.7016435510050817, 0.09395561185315497, 8.40685425462122, 0.0035269244904225774
2024bjb, 2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 60340.55316815, 60387.24992245, 36.13644140574069, 0.4956335332146048, 60346.423971169286, 0.05834767433914491, 0.07020435166901044, 0.028580984391137577, 0.3248602455146287, 0.05036880059964431, 10.881913964858091, 0.000479011282422774
2019ecx, 2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 58595.31241675, 58845.50873145, 35.96155485936829, 0.45522910408798745, 58603.159968401844, -0.018734159243494773, 0.11235562164221599, 0.024657358092701163, 0.30938371204364673, 0.05292648354058555, 10.885391744707425, 0.0007733096933051221
2021uve, 2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 59428.58149315, 59596.26493355, 37.85506604039172, 0.8008305698316515, 59440.067874281325, -0.0509654984787645, 0.12151998177633694, 0.06127939444511028, 0.36983139333258075, 0.05258276750987204, 7.813528673239915, 0.07763466766209964
2022ydr, 2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 59871.27977755, 59907.21929055, 35.44178989877914, 0.4184902241673791, 59882.948443163325, -0.1824265452547781, 0.13797720732033514, 0.05011317608408602, 0.26493825879479826, 0.0897318407357647, 10.627211602301852, 0.0011031908574760728
2021mab, 2021mab, 178.79425241592884, -7.843156338771086, 0.021, 59304.44045585, 59692.37141005, 35.30680500704176, 0.46683653418022164, 59338.472158319986, -0.00383636171500152, 0.15057343034023435, 0.032497561668720615, 0.3698888262846055, 0.07460567916692963, 10.713022716938031, 0.00037423560637777904
2022xhh, 2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 59838.59263395, 60014.10670815, 36.26223916104549, 0.48303345278288445, 59867.007994033615, -0.012945227755931524, 0.08517638151488995, 0.03446293527471626, 0.4324561706473262, 0.09223541602800055, 10.79645631191364, 0.0017011828138871884
