objname, objname, ra, dec, z, MJDs, MJDe, mu, st, Tmax, EBVhost, mu_err, st_err, Tmax_err, EBVhost_err, host_mass, host_mass_err
2023fot, 2023fot, 185.44815147159014, 10.59147506777273, 0.026467, 60048.15254185, 60088.80852305, 36.3684593425814, 1.22294192596357, 60066.08187936531, 1.0421520917248597, 0.7397742245355213, 0.4871390178978683, 4.114780277346497, 0.6267934222927966, 10.60069767104924, 0.0010828350223605655
2019op, 2019op, 35.424387026612415, -25.927123010010185, 0.04, 58491.28400175, 58679.57638905, 36.83482768036866, 0.4728191482469733, 58496.71672171526, -0.2542146585757894, 0.24706038652913687, 0.055137271291302206, 0.6840765565122179, 0.0991946550389351, 8.40685425462122, 0.0035269244904225774
2024bjb, 2024bjb, 167.9824902652031, 3.1337018866174584, 0.0298, 60340.55316815, 60387.24992245, 36.4291937201953, 0.5113681438054103, 60346.46645692216, -0.14404871295537156, 0.07261089769866454, 0.031048111175456763, 0.3327900078463983, 0.05550662492449323, 10.881913964858091, 0.000479011282422774
2020acbx, 2020acbx, 131.588323927133, -12.656028038917848, 0.051, 59187.55942165, 59503.64067935, 37.92485398588138, 1.967903009965105, 59175.71494240667, -0.6057360118796641, 2.5357402646882456, 1.7201506814129948, 61.192666375665844, 2.5342612426541313, 10.202182551202336, 0.003249982662315169
2022yv, 2022yv, 170.4280959305194, 34.358305929851426, 0.035426, 59591.49944235, 59734.27295425, 37.37083689062154, 1.0825635400658251, 59602.998734646004, 0.18295491323336888, 0.14977328711708007, 0.14331943897063548, 1.8987132991605906, 0.1136786006086868, 10.917175755717277, 0.0010493485218829883
2018ame, 2018ame, 227.3563931337691, 25.471542558881964, 0.022, 58177.64533865, 58721.30897305, 37.3631126155931, 1.3307327274953282, 58199.17468354102, -0.3432994872177292, 0.18893315928044604, 0.06207270758277017, 2.335859564083659, 0.16068126887983333, 8.986036224321298, 0.005711110761032731
2024jhk, 2024jhk, 162.8512114449619, 8.558299085325991, 0.02315, 60452.33804475, 60490.97549505, 35.39672334161901, 0.4010262400032515, 60460.92791547643, 0.11449211531692922, 0.09341852341219854, 0.01859368834550879, 0.2822642674406925, 0.04759079344292457, 10.717597614530817, 0.0005467162453691708
2022skw, 2022skw, 28.936148073710967, -25.248763345321876, 0.07, 59809.30440545, 59842.23453745, 37.36604479101612, 2.4489845886429236, 59791.16633869543, -1.2669593954278169, 2.3070266501596803, 0.7365209887456101, 29.541476644589938, 1.2221690711485764, 9.753736398646302, 0.06527938593441808
2019ecx, 2019ecx, 139.17509236444656, 18.965033597613104, 0.029, 58595.31241675, 58845.50873145, 36.27136843714043, 0.4746390871656634, 58603.250184538054, -0.22460389096791727, 0.11837602048798755, 0.027374152551864366, 0.32184237205766636, 0.05915396123041283, 10.885391744707425, 0.0007733096933051221
2022abom, 2022abom, 55.288120413239035, -2.8485375859548903, 0.036, 59907.15666375, 59996.79349255, 37.07468352037397, 1.1565794642353362, 59924.25866252589, -0.14589141235780398, 0.0828364027180107, 0.07952056111933094, 1.044200646428025, 0.053981844202027646, 10.316452277637097, 0.0025523463538686332
2021uve, 2021uve, 29.135696203526695, 3.8604084062493347, 0.055, 59428.58149315, 59596.26493355, 38.10849310840413, 0.7795906174385339, 59440.3480043988, -0.2859104970707141, 0.1364235834546202, 0.06219336360868136, 0.37605768755218744, 0.06530003449971988, 7.813528673239915, 0.07763466766209964
2020fhs, 2020fhs, 240.27615202948147, 19.45021417211042, 0.01438, 58937.52926285, 59053.30164045, 34.6777308934914, 0.49469553845624226, 58950.41320779161, -0.37951424220396857, 0.025872030022381122, 0.008770348617294501, 0.09276732656536749, 0.028996974605585642, 10.047730738592216, 0.0007263629335600534
2022dsu, 2022dsu, 211.37838920703345, 15.720950635018797, 0.07, 59610.62636385, 59688.50373495, 38.2873307540681, 1.4725354639476127, 59645.93392572437, -0.007282543788436129, 0.14109099751470097, 0.0970641009330696, 1.5425933771123157, 0.0753060270698153, 10.258346269556945, 0.0036019101922798984
2022ydr, 2022ydr, 264.7369415088767, 74.82995898557314, 0.024931, 59871.27977755, 59907.21929055, 35.593776423981545, 0.4188819404877952, 59882.894000850836, -0.3218937066555578, 0.1467661240076768, 0.05428653709234927, 0.2824307781738962, 0.10654896872828393, 10.627211602301852, 0.0011031908574760728
2021mab, 2021mab, 178.79425241592884, -7.843156338771086, 0.021, 59304.44045585, 59692.37141005, 35.55522953695329, 0.4792579205580341, 59338.47355028197, -0.18540856840586248, 0.15511622710609516, 0.034802809160654334, 0.3748117551915115, 0.08149922085931323, 10.713022716938031, 0.00037423560637777904
2022ihz, 2022ihz, 145.70094821679152, -3.607061832271141, 0.006, 59694.31112255, 59766.98077765, 33.333968359813106, 0.44478193702688334, 59703.73552317909, -0.13019214057958273, 0.08993747509060597, 0.017577147140920384, 0.18568605108974262, 0.046062767560995525, 0.0, 0.0
2021twa, 2021twa, 32.76230999624126, 36.48174990615482, 0.012128969342354, 59414.58889275, 59632.25733915, 36.31008165169304, 1.0485199026192624, 59421.44981811624, 1.0817007189814702, 0.47922546770149055, 0.15064467750927668, 1.1660517672605628, 0.39341935820470114, 9.602104848459891, 0.0012216131463648687
2021gel, 2021gel, 186.63443073399623, 31.42834243488069, 0.06, 59291.50269805, 59641.42775205, 38.63626014358364, 0.9304348667647525, 59288.27319852488, -0.5143674789792253, 1.3851509052003794, 0.671387373013503, 11.81636226632631, 0.5959806549224457, 11.188940278116904, 0.0013298191181140184
2022rjs, 2022rjs, 244.12571260124486, 21.251364192883027, 0.037, 59799.26134245, 59843.27370145, 36.91314413020187, 0.9196485753467383, 59816.81317408306, 0.2843843891356741, 0.11067585602697176, 0.06763026991318233, 0.35945467816255733, 0.06856920866796032, 10.48999877821179, 0.0018017453246977574
2022omn, 2022omn, 341.8629271758788, -25.66482783660629, 0.05, 59767.04287225, 59825.21797725, 37.52709010001097, 1.0194402844293002, 59763.95549212941, 0.04018332105291713, 0.16098006301017623, 0.06976765948148926, 1.8317932570718467, 0.16415786580817243, 8.002245848661948, 0.06677605996871594
2019exc, 2019exc, 296.9899108210265, 3.9450551794102067, 0.06, 58592.62348705, 58668.48856905, 37.62442096318798, 1.0526190556320325, 58600.869216896885, -0.3741550593598792, 0.20622501115221714, 0.08992779709058714, 1.2109358505661176, 0.13001900684164996, 10.340690842692098, 0.0025695667618407902
2022xhh, 2022xhh, 64.17339308094819, -12.18356267210426, 0.0315, 59838.59263395, 60014.10670815, 36.541255101896766, 0.47549684130666175, 59866.8011002009, -0.2629462192102236, 0.08874401360696817, 0.03468390278703997, 0.4382520412165554, 0.10483902622592806, 10.79645631191364, 0.0017011828138871884
2019cp, 2019cp, 163.7085070947211, -7.38096439111269, 0.05, 58486.59136235, 58610.37815865, 37.687424977792794, 0.7135672725460678, 58493.40869060278, 0.07258696684714246, 0.5381631986037453, 0.2968654870898216, 1.281250199875644, 0.12578651922694703, 10.54711612988143, 0.0023269572276193662
