#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a59454o0809o,92.6389,-14.538765,>19.93,0.0,3.0,o,22.051,59454.60083975,5875.46,4751.03,156.0,180.5,-8.7,16.4,183.2,477.6,872.0,0.88,2.29,1.88,1.0,3.0,-0.4257,-10.14545034189908,19.124756966338495,18.94,30.0
02a59454o0818o,92.6389,-14.538765,>19.98,0.0,3.0,o,22.062,59454.60498285,5889.82,4789.93,179.0,179.7,10.8,16.4,178.6,-488.7,797.2,0.68,2.23,1.86,1.0,3.0,-0.4397,12.167470669847026,18.476529535693626,19.03,30.0
02a59454o0855o,92.6389,-14.538765,>20.07,0.0,3.0,o,22.084,59454.62202305,5831.46,4712.58,164.0,181.1,6.1,15.0,184.1,934.4,741.1,0.89,2.26,1.89,1.0,3.0,-0.4367,6.9160611352680545,17.00670770967555,19.06,30.0
02a59454o0876o,92.6389,-14.538765,>19.79,0.0,3.0,o,22.095,59454.63168045,5810.82,4828.17,169.0,184.0,-4.3,19.9,182.3,138.9,1091.9,0.86,2.25,1.87,1.0,3.0,-0.4317,-4.732071799199429,21.899588093969452,18.77,30.0
02a59462o0769c,92.6389,-14.538765,None,None,None,c,22.144,59462.61561805,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.3947,None,None,19.57,30.0
02a59466o0837c,92.6389,-14.538765,>20.0803471391782,0.0,1.35,c,22.131,59466.60374165,10275.6,7022.9,174.0,181.6,10.1,7.5,179.0,-965.0,401.0,0.93,2.6,2.35,1.0,3.0,-0.3957,15.10502085777799,11.216599646864845,19.58,30.0
02a59466o0846c,92.6389,-14.538765,>20.58,0.0,3.0,c,22.12,59466.60786455,164.04,6993.43,169.0,181.7,-4.5,6.4,181.6,684.6,387.2,1.26,2.66,2.42,1.0,3.0,-0.3907,-7.129650839579812,10.139947860735733,19.47,30.0
02a59466o0855c,92.6389,-14.538765,>20.57,0.0,3.0,c,22.114,59466.61197915,182.97,7031.75,180.0,182.7,0.9,6.5,183.2,584.7,439.1,1.12,2.67,2.39,1.0,3.0,-0.3877,1.4174587103463292,10.237201796945712,19.47,30.0
02a59466o0876c,92.6389,-14.538765,>20.13481577902811,0.0,1.14,c,22.15,59466.62175215,10295.5,7063.52,184.0,180.3,8.4,7.4,179.3,117.5,545.0,1.07,2.59,2.31,1.0,3.0,-0.3967,12.0990083183684,10.658650185229304,19.61,30.0
02a59466o0890c,92.6389,-14.538765,>20.45,0.0,3.0,c,22.145,59466.62820345,123.4,6953.66,187.0,181.8,-6.1,7.7,181.9,685.8,511.9,1.03,2.61,2.37,1.0,3.0,-0.3947,-9.10914119059239,11.498424125829738,19.49,30.0
02a59466o0903c,92.6389,-14.538765,>20.25,0.0,3.0,c,22.161,59466.63416585,10238.1,6984.98,172.0,181.6,-11.2,9.7,182.2,1287.9,672.0,1.19,2.57,2.33,1.0,3.0,-0.4027,-16.071847848335896,13.919368225790912,19.31,30.0
02a59466o0913c,92.6389,-14.538765,>19.4,0.0,3.0,c,22.161,59466.63885725,104.98,7070.4,136.0,178.5,4.6,20.2,172.6,1006.6,1200.5,0.98,2.64,2.39,1.0,3.0,-0.3957,6.91064215098845,30.346732923905805,18.46,30.0
02a59466o0914c,92.6389,-14.538765,>19.28,0.0,3.0,c,22.17,59466.63931435,10219.2,7101.53,136.0,180.1,-8.6,22.6,178.5,-452.1,1658.6,1.1,2.63,2.4,1.0,3.0,-0.3977,-12.84174928441364,33.74692253811026,18.46,30.0
02a59470o0800c,92.6389,-14.538765,>20.47,0.0,3.0,c,22.134,59470.60516575,168.27,6990.13,178.0,181.8,3.0,7.8,180.3,-387.2,440.4,1.12,2.55,2.33,1.0,3.0,-0.3967,4.354879088137736,11.322685629158109,19.46,30.0
02a59470o0808c,92.6389,-14.538765,>20.126610847870303,0.0,1.39,c,22.152,59470.60882505,10281.4,7021.38,194.0,180.9,11.0,7.9,178.7,73.8,465.2,0.86,2.51,2.26,1.0,3.0,-0.3987,15.0222017761442,10.78867218468538,19.54,30.0
02a59470o0825c,92.6389,-14.538765,>20.194815779028108,0.0,1.14,c,22.158,59470.61671645,10299.4,7061.58,178.0,181.0,8.4,7.4,178.1,74.1,470.1,1.03,2.51,2.27,1.0,3.0,-0.3997,11.469318417210399,10.103923367542494,19.61,30.0
02a59470o0838c,92.6389,-14.538765,>20.49,0.0,3.0,c,22.154,59470.62268035,184.15,7028.22,168.0,181.0,-11.9,8.1,180.9,-847.1,515.7,1.04,2.5,2.28,1.0,3.0,-0.3987,-16.299735698634652,11.09477808058325,19.55,30.0
02a59470o0862c,92.6389,-14.538765,>19.814913471593705,0.0,1.54,c,22.165,59470.63371125,127.26,6950.52,177.0,186.9,16.0,10.4,184.2,-341.4,725.0,1.01,2.52,2.3,1.0,3.0,-0.3967,22.01948233428685,14.312663517286452,19.31,30.0
02a59470o0870c,92.6389,-14.538765,>19.78,0.0,3.0,c,22.175,59470.63741075,10239.9,6983.36,157.0,182.9,-1.2,15.0,188.2,1949.5,888.2,1.18,2.59,2.34,1.0,3.0,-0.3907,-1.7015926964217047,21.269908705271305,18.99,30.0
02a59470o0873c,92.6389,-14.538765,>19.51,0.0,3.0,c,22.172,59470.63879795,105.52,7067.24,244.0,182.7,14.7,17.8,174.9,12.5,1079.6,0.85,2.68,2.44,1.0,3.0,-0.3887,22.51130646356655,27.258588779012562,18.57,30.0
01a59471o0871o,92.6389,-14.538765,>20.14,0.0,3.0,o,22.175,59471.60570195,7647.1,1596.25,158.0,179.0,-7.3,9.0,177.4,-287.8,569.3,0.97,2.77,2.61,1.0,3.0,-0.4747,-13.341414637425364,16.448319416003873,19.2,30.0
01a59471o0909o,92.6389,-14.538765,>20.27,0.0,3.0,o,22.183,59471.62321955,7626.99,1556.72,161.0,181.2,-13.0,8.1,181.2,757.0,587.1,0.98,2.76,2.6,1.0,3.0,-0.4747,-23.4090897989493,14.585663643960716,19.24,30.0
01a59471o0932o,92.6389,-14.538765,>19.85,0.0,3.0,o,22.192,59471.63383805,7686.92,1633.12,141.0,181.7,-2.4,12.6,181.7,-824.5,996.4,1.14,2.72,2.53,1.0,3.0,-0.4787,-4.125336812131267,21.65801826368915,18.85,30.0
02a59477o0855o,92.6389,-14.538765,>14.878065669275319,0.0,1.23,o,18.61,59477.60213205,7947.45,716.37,252.0,184.3,56.5,46.1,192.7,2839.2,2561.5,0.92,2.34,1.96,1.0,3.0,-0.4147,1653.0238583881555,1348.7504402069733,13.64,30.0
02a59477o0877o,92.6389,-14.538765,>19.25618298655741,0.0,1.98,o,22.0,59477.61219565,7890.04,638.4,241.0,182.1,39.7,20.1,183.9,1169.2,955.8,1.45,2.22,1.88,1.0,3.0,-0.4357,47.474464615155526,24.036189893315516,18.58,30.0
02a59477o0900o,92.6389,-14.538765,>19.406227546154042,0.0,2.09,o,22.098,59477.62276815,7868.88,754.43,211.0,177.9,38.2,18.3,177.5,924.5,1006.1,1.01,2.26,1.93,1.0,3.0,-0.4377,43.700645941523696,20.93512619711737,18.88,30.0
02a59478o0707o,92.6389,-14.538765,>19.24,0.0,3.0,o,22.051,59478.54307025,7931.11,677.51,173.0,186.5,21.2,28.6,189.0,-163.6,1742.6,0.72,2.34,1.99,1.0,3.0,-0.4387,27.062227461865703,36.50847667025278,18.3,30.0
02a59478o0713o,92.6389,-14.538765,>18.609806095012782,0.0,1.32,o,21.967,59478.54584365,7950.27,716.68,308.0,240.5,44.4,33.6,246.1,4767.2,1832.6,0.81,2.25,1.92,1.0,3.0,-0.4527,57.54736757395204,43.549359245152914,18.14,30.0
02a59478o0728o,92.6389,-14.538765,>19.31,0.0,3.0,o,22.05,59478.55273145,7891.17,637.57,229.0,191.6,-7.7,28.6,201.0,2766.6,1850.6,0.95,2.27,1.92,1.0,3.0,-0.4407,-9.225216271705193,34.26508900919072,18.36,30.0
02a59478o0756o,92.6389,-14.538765,>19.04896273949085,0.0,1.13,o,22.09,59478.56556395,7868.1,754.1,214.0,190.6,28.0,24.8,195.3,2659.6,1390.8,0.96,2.29,1.94,1.0,3.0,-0.4327,32.71553214834443,28.976614188533638,18.53,30.0
01a59479o0860o,92.6389,-14.538765,>18.995883300685524,0.0,2.44,o,22.192,59479.60493455,381.04,5554.2,181.0,184.8,41.0,16.8,180.8,-1403.1,1400.0,1.38,2.78,2.61,1.0,3.0,-0.4797,74.3751586711052,30.475674772550423,18.73,30.0
