#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a58487o1030o,190.65179,-40.7463825,>18.78,0.0,3.0,o,22.204,58487.66854395,5739.24,4496.9,148.0,174.9,-22.8,18.1,180.7,4237.5,1775.5,1.07,3.78,3.41,1.0,3.0,-0.41,-68.4005779197618,54.30045878717933,17.72,30.0
01a58491o0901o,190.65179,-40.7463825,>20.16,0.0,3.0,o,22.195,58491.61341275,2608.56,2050.24,176.0,183.6,-5.8,5.0,193.4,7856.5,524.9,2.92,3.87,3.37,1.0,3.0,-0.395,-17.57306861384298,15.149197080899123,19.21,30.0
01a58491o0920o,190.65179,-40.7463825,>20.31,0.0,3.0,o,22.198,58491.62217715,2568.13,1979.6,186.0,183.0,-5.3,4.6,187.0,4226.0,462.1,3.01,3.81,3.26,1.0,3.0,-0.402,-15.36374854758274,13.33457421110955,19.24,30.0
01a58491o0949o,190.65179,-40.7463825,>20.24,0.0,3.0,o,22.201,58491.63553385,2616.59,2011.43,201.0,181.8,-13.7,5.1,188.3,4772.4,459.8,2.03,3.7,3.22,1.0,3.0,-0.4,-37.84921775581792,14.089854785012513,19.26,30.0
01a58491o0966o,190.65179,-40.7463825,>20.23,0.0,3.0,o,22.201,58491.64336775,2637.83,1865.8,194.0,184.0,1.3,5.2,185.0,1979.4,543.7,2.39,3.69,3.19,1.0,3.0,-0.404,3.5615508290408755,14.246203316163502,19.25,30.0
02a58493o0910c,190.65179,-40.7463825,>19.806236098075235,0.0,2.27,c,22.084,58493.61715135,2707.98,8674.87,210.0,182.3,12.7,5.6,182.1,1204.6,426.0,2.6,3.3,3.12,1.0,3.0,-0.378,32.88145298351445,14.4989084021796,19.31,30.0
02a58493o0944c,190.65179,-40.7463825,>20.28,0.0,3.0,c,22.075,58493.63270715,2719.55,8712.58,184.0,181.8,-10.4,6.7,182.5,1976.8,438.3,2.25,2.89,2.7,1.0,3.0,-0.395,-20.901318899072766,13.465272752287266,19.47,30.0
02a58493o0960c,190.65179,-40.7463825,>20.25,0.0,3.0,c,22.04,58493.64003685,2658.37,8635.66,191.0,181.0,-7.0,7.0,184.0,1882.8,497.6,2.55,2.82,2.63,1.0,3.0,-0.391,-13.75883435390589,13.75883435390589,19.46,30.0
02a58493o0977c,190.65179,-40.7463825,>20.2,0.0,3.0,c,21.98,58493.64781225,2639.93,8752.94,161.0,181.7,-4.0,6.9,181.0,68.7,453.6,1.6,2.85,2.63,1.0,3.0,-0.39,-8.389563105274847,14.471996356599114,19.4,30.0
01a58495o1023o,190.65179,-40.7463825,>18.62,0.0,3.0,o,22.203,58495.66951185,5215.65,6524.87,178.0,218.9,4.9,19.8,216.2,-1220.4,1890.8,2.09,3.89,3.51,1.0,3.0,-0.426,15.846433888645047,64.03252877452488,18.0,30.0
