#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a58911o0503c,240.2761375,19.450315,>20.84,0.0,3.0,c,22.223,58911.53197655,6035.61,3781.47,167.0,181.6,-1.6,6.0,181.4,623.6,342.7,1.95,2.65,2.25,1.0,3.0,-0.3927,-2.139474526646795,8.023029474925481,19.75,30.0
01a58913o0609o,240.2761375,19.450315,>20.46,0.0,3.0,o,22.285,58913.53490395,210.27,4664.95,182.0,182.2,12.5,12.9,174.3,-2026.2,694.3,1.8,2.16,1.92,1.0,3.0,-0.4017,11.071940369944688,11.426242461782918,19.49,30.0
01a58913o0618o,240.2761375,19.450315,>20.5,0.0,3.0,o,22.287,58913.53946345,189.32,4627.05,178.0,182.1,9.4,11.6,173.8,-1132.5,649.4,1.48,2.18,2.06,1.0,3.0,-0.4037,9.015925467698061,11.126035683542288,19.49,30.0
01a58913o0630o,240.2761375,19.450315,>20.113025417617155,0.0,1.47,o,22.287,58913.54558145,248.74,4703.2,201.0,183.5,15.4,10.5,172.9,-2713.3,632.6,1.54,2.27,2.14,1.0,3.0,-0.4047,15.992600797782304,10.904045998487936,19.5,30.0
01a58913o0642o,240.2761375,19.450315,>20.52,0.0,3.0,o,22.285,58913.55185545,10201.1,4647.71,148.0,179.9,-23.4,11.0,179.0,-1071.4,595.0,1.44,2.25,2.05,1.0,3.0,-0.3957,-22.925086439308018,10.776750035572146,19.53,30.0
01a58913o0652o,240.2761375,19.450315,>20.240017140560276,0.0,1.65,o,22.287,58913.55729725,10180.4,4606.12,192.0,179.7,18.3,11.1,175.6,-1012.5,612.1,1.56,2.17,1.9,1.0,3.0,-0.3967,16.0111737274353,9.711695539591902,19.64,30.0
01a58913o0657o,240.2761375,19.450315,>20.67,0.0,3.0,o,22.291,58913.55960325,269.4,4589.74,168.0,181.7,6.8,10.5,174.8,-1250.7,497.0,2.51,2.16,1.97,1.0,3.0,-0.3987,6.128971971803495,9.463853779990691,19.68,30.0
01a58913o0659o,240.2761375,19.450315,>20.68,0.0,3.0,o,22.287,58913.56062705,10240.8,4685.91,156.0,179.7,3.0,10.4,171.8,-2387.1,579.0,1.7,2.15,1.97,1.0,3.0,-0.4027,2.7113444006328677,9.399327255527275,19.7,30.0
01a58913o0678o,240.2761375,19.450315,>20.89,0.0,3.0,o,22.289,58913.57049205,10260.6,4569.97,175.0,180.6,1.2,9.8,174.7,-1399.4,450.3,1.69,2.02,1.84,1.0,3.0,-0.4057,0.9525969436807937,7.779541706726483,19.84,30.0
01a58917o0570o,240.2761375,19.450315,>19.56,0.0,3.0,o,22.257,58917.49020575,211.24,4661.27,210.0,201.4,1.0,29.8,206.6,3072.3,1442.0,1.04,2.11,1.91,1.0,3.0,-0.3997,0.8816060621240914,26.271860651297924,18.65,30.0
01a58917o0573o,240.2761375,19.450315,>19.61,0.0,3.0,o,22.247,58917.49160915,10196.7,4653.9,153.0,178.8,-7.2,26.9,185.2,1680.2,1518.2,1.03,2.13,1.98,1.0,3.0,-0.4127,-6.784784146392938,25.348707435829173,18.6,30.0
01a58917o0578o,240.2761375,19.450315,>19.56,0.0,3.0,o,22.258,58917.49434785,188.11,4622.61,162.0,190.5,-1.3,28.5,196.0,4012.3,1608.1,1.38,2.18,1.94,1.0,3.0,-0.3977,-1.1993897171096546,26.294313028942426,18.66,30.0
01a58917o0580o,240.2761375,19.450315,>19.44,0.0,3.0,o,22.25,58917.49527365,10181.8,4620.87,172.0,183.7,-12.2,24.2,179.3,-1439.3,1387.7,1.38,2.63,2.1,1.0,3.0,-0.3507,-14.180567751813767,28.128667179827303,18.47,30.0
01a58917o0592o,240.2761375,19.450315,>19.66,0.0,3.0,o,22.261,58917.50082815,248.28,4699.28,155.0,209.2,-7.7,27.9,205.6,45.2,1360.5,1.08,2.11,1.87,1.0,3.0,-0.3977,-6.609574959260436,23.948979397839757,18.7,30.0
01a58917o0594o,240.2761375,19.450315,>19.54,0.0,3.0,o,22.253,58917.50179365,10236.7,4692.37,262.0,183.2,25.7,27.2,175.2,-1872.0,1692.9,1.04,2.19,2.04,1.0,3.0,-0.4077,25.396048680249724,26.878308330847958,18.63,30.0
01a58917o0615o,240.2761375,19.450315,>19.49,0.0,3.0,o,22.268,58917.51154955,271.95,4587.47,135.0,202.8,-30.7,23.6,204.3,476.9,1747.7,1.33,2.64,2.07,1.0,3.0,-0.3467,-34.59962510084982,26.597757406516475,18.6,30.0
01a58917o0616o,240.2761375,19.450315,>19.61,0.0,3.0,o,22.26,58917.51201105,10260.5,4577.29,161.0,183.7,3.6,26.5,180.2,-203.1,1685.7,1.21,2.18,1.99,1.0,3.0,-0.3987,3.4038531554957587,25.056141283510442,18.7,30.0
01a58921o0447o,240.2761375,19.450315,>17.88,0.0,3.0,o,21.343,58921.62316465,2103.73,1981.84,184.0,198.4,20.4,56.3,192.7,1061.9,2880.0,0.96,2.31,1.86,1.0,3.0,-0.3942,44.27043983704775,122.17773347185238,17.0,30.0
01a58921o0467o,240.2761375,19.450315,>18.60421354505939,0.0,1.34,o,21.927,58921.63308325,2126.52,2019.94,261.0,186.7,46.6,34.8,185.8,-628.3,1685.2,1.25,2.27,1.88,1.0,3.0,-0.3947,58.6851701941016,43.82497688314883,18.03,30.0
01a58921o0479o,240.2761375,19.450315,>17.573024428304173,0.0,1.34,o,21.402,58921.63925635,2068.5,1940.67,305.0,183.6,72.9,54.5,184.6,1252.6,3158.0,0.94,2.3,1.88,1.0,3.0,-0.3967,151.1374041947242,112.990240447359,17.08,30.0
01a58921o0488o,240.2761375,19.450315,>17.53,0.0,3.0,o,21.066,58921.64411485,2052.22,2057.26,182.0,174.8,-61.7,60.8,157.5,-2587.9,3294.3,0.84,2.28,1.88,1.0,3.0,-0.3997,-173.27527851193813,170.74776229377372,16.59,30.0
01a58921o0504o,240.2761375,19.450315,>16.15,0.0,3.0,o,20.009,58921.65238495,2093.46,1998.65,260.0,176.5,-35.4,73.4,175.1,2445.3,3933.8,1.12,2.42,1.97,1.0,3.0,-0.4167,-297.3333331907154,616.5047078022179,15.19,30.0
01a58925o0243o,240.2761375,19.450315,>20.69,0.0,3.0,o,22.281,58925.55107625,8413.79,8599.8,180.0,181.9,-0.1,9.9,179.0,-1471.6,533.7,1.65,2.16,2.02,1.0,3.0,-0.4037,-0.09370523752946072,9.276818515416613,19.65,30.0
01a58925o0250o,240.2761375,19.450315,>20.73,0.0,3.0,o,22.283,58925.55475395,8395.22,8560.49,198.0,182.0,1.9,9.9,179.6,163.1,555.8,1.66,2.14,1.98,1.0,3.0,-0.4117,1.7385665111492783,9.05884655809361,19.67,30.0
01a58925o0266o,240.2761375,19.450315,>20.65,0.0,3.0,o,22.265,58925.56252265,8452.77,8641.84,188.0,181.8,-1.0,9.5,179.8,-153.3,648.3,1.43,2.23,2.08,1.0,3.0,-0.4177,-1.0240636323758114,9.728604507570209,19.59,30.0
01a58925o0290o,240.2761375,19.450315,>20.73,0.0,3.0,o,22.085,58925.57518525,8470.81,8521.21,199.0,182.0,-2.1,8.9,183.3,-606.0,427.9,1.93,2.09,1.87,1.0,3.0,-0.4077,-2.1191706607561405,8.981247086061739,19.59,30.0
02a58931o0748c,240.2761375,19.450315,>20.73,0.0,3.0,c,22.243,58931.60026395,3337.43,8358.87,181.0,181.4,-1.6,6.7,183.0,687.9,430.3,2.65,2.6,2.31,1.0,3.0,-0.4077,-2.145181563415264,8.982947796801417,19.79,30.0
02a58931o0759c,240.2761375,19.450315,>20.63,0.0,3.0,c,22.242,58931.60560125,3358.71,8396.78,174.0,182.0,-15.3,7.0,184.3,856.9,470.7,5.01,2.51,2.51,1.0,3.0,-0.4027,-21.43865912588912,9.808536854981952,19.75,30.0
02a58931o0765c,240.2761375,19.450315,>20.6,0.0,3.0,c,22.243,58931.60920525,3301.96,8323.5,172.0,181.6,-7.0,6.9,181.2,666.8,407.4,3.2,2.68,2.46,1.0,3.0,-0.4007,-10.235915368121184,10.089688005719452,19.74,30.0
02a58931o0785c,240.2761375,19.450315,>20.82,0.0,3.0,c,22.242,58931.61932935,7300.55,2138.88,180.0,181.6,-11.2,6.0,182.4,157.2,337.0,1.19,2.66,2.32,1.0,3.0,-0.4047,-15.400910231866368,8.250487624214127,19.79,30.0
02a58931o0841c,240.2761375,19.450315,>19.814396854404322,0.0,1.1,c,22.239,58931.64934175,7258.66,2199.21,224.0,181.7,11.7,10.6,182.5,1580.1,693.7,1.61,2.62,2.32,1.0,3.0,-0.4047,15.890365373827803,14.39639939851066,19.13,30.0
01a58933o0529o,240.2761375,19.450315,>20.51,0.0,3.0,o,22.228,58933.48216795,8321.97,6667.42,196.0,182.5,4.7,8.4,176.5,-303.7,490.0,1.66,2.49,2.33,1.0,3.0,-0.3947,6.098343334494393,10.899166810585726,19.47,30.0
01a58933o0537o,240.2761375,19.450315,>20.47,0.0,3.0,o,22.232,58933.48623445,8304.72,6626.5,167.0,181.7,-4.7,8.7,180.0,-1089.3,547.8,1.53,2.53,2.3,1.0,3.0,-0.3827,-6.02705230439312,11.1564585208979,19.48,30.0
01a58933o0548o,240.2761375,19.450315,>20.180383771721754,0.0,1.76,o,22.235,58933.49133845,8361.4,6705.81,195.0,183.2,14.6,8.3,183.1,-963.0,544.7,2.33,2.44,2.26,1.0,3.0,-0.3987,17.9560111558235,10.207869355707883,19.48,30.0
01a58933o0571o,240.2761375,19.450315,>20.153915644152676,0.0,2.57,o,22.241,58933.50197055,8384.87,6590.93,215.0,182.2,24.2,9.4,180.1,-1230.0,536.8,2.33,2.35,2.17,1.0,3.0,-0.3887,27.120750749113643,10.534506489325137,19.55,30.0
01a58937o0499o,240.2761375,19.450315,19.05,0.11,8.98,o,22.245,58937.52926285,762.12,6722.42,262.0,181.3,108.7,12.1,179.6,11.9,476.2,1.36,2.04,1.76,1.0,3.0,-0.4107,87.2029394826602,9.707042941492073,19.76,30.0
01a58937o0505o,240.2761375,19.450315,18.99,0.11,9.26,o,22.244,58937.53211625,744.18,6674.9,282.0,181.4,111.1,12.0,181.0,917.8,620.8,1.97,2.13,1.73,1.0,3.0,-0.4157,91.98108132001465,9.93495027758934,19.77,30.0
01a58937o0516o,240.2761375,19.450315,18.86,0.1,10.14,o,22.246,58937.53780855,806.58,6731.35,273.0,182.5,111.5,11.0,175.7,-1252.5,546.7,1.48,2.27,1.85,1.0,3.0,-0.4047,103.95160478170509,10.255315269944,19.69,30.0
01a58937o0540o,240.2761375,19.450315,19.31,0.14,7.09,o,22.246,58937.54944835,834.1,6571.92,231.0,180.6,80.8,11.4,180.0,-720.8,604.1,2.33,2.17,1.74,1.0,3.0,-0.4157,68.4193727202524,9.653228329342541,19.78,30.0
01a58941o0457o,240.276161111111,19.4502388888889,16.96,0.25,3.79,o,20.045,58941.45650045,273.5,6608.82,289.0,194.4,103.9,27.4,205.4,7226.1,1213.4,1.33,1.88,1.68,1.0,3.0,-0.4827,594.3488460263313,156.73877171435493,17.53,30.0
01a58941o0464o,240.276161111111,19.4502388888889,>18.013466587652918,0.0,2.8,o,20.394,58941.45973315,258.85,6573.38,226.0,168.7,53.4,19.1,170.4,120.5,1023.4,0.95,1.87,1.62,1.0,3.0,-0.4757,211.0846357449195,75.50030978891316,17.88,30.0
01a58941o0491o,240.276161111111,19.4502388888889,17.39,0.14,7.2,o,20.251,58941.47341555,10252.2,6557.1,219.0,170.4,92.1,12.8,169.4,-359.5,567.9,1.06,1.81,1.61,1.0,3.0,-0.4797,400.9801060592174,55.7279626227794,17.79,30.0
01a58941o0493o,240.276161111111,19.4502388888889,17.16,0.07,15.96,o,21.337,58941.47434845,317.83,6650.72,455.0,181.0,319.1,20.0,177.7,721.1,730.8,1.58,1.79,1.6,1.0,3.0,-0.4647,495.2888635768553,31.04286202299312,18.71,30.0
01a58941o0497o,240.276161111111,19.4502388888889,17.58,0.13,7.94,o,20.482,58941.47618925,10311.0,6634.58,260.0,185.3,97.7,12.3,189.3,1251.0,555.3,1.22,1.8,1.58,1.0,3.0,-0.4817,336.18853685550954,42.324657147623,18.02,30.0
01a58941o0516o,240.276161111111,19.4502388888889,17.28,0.05,22.59,o,21.637,58941.48582785,336.98,6535.06,431.0,179.2,377.2,16.7,179.0,1208.2,611.3,1.56,1.82,1.6,1.0,3.0,-0.4447,443.3245684557003,19.62757235739712,19.22,30.0
01a58941o0519o,240.276161111111,19.4502388888889,17.58,0.07,14.84,o,21.199,58941.48722215,10328.8,6516.06,300.0,164.7,184.0,12.4,169.4,1703.3,508.9,1.5,1.86,1.61,1.0,3.0,-0.4597,337.5323386818254,22.74674456334041,18.75,30.0
01a58945o0171o,240.27615,19.4502316666667,16.42,0.03,38.43,o,22.185,58945.47018105,3236.8,444.92,1085.0,178.8,1064.5,27.7,176.2,5542.0,1435.8,1.62,2.12,1.82,1.0,3.0,-0.4217,979.7418511047546,25.4944568112745,18.76,30.0
01a58945o0178o,240.27615,19.4502316666667,16.51,0.07,14.54,o,21.65,58945.47351675,3216.47,410.4,712.0,127.6,585.9,40.3,130.2,3322.0,2257.8,1.0,2.15,1.83,1.0,3.0,-0.4257,903.3827488298693,62.13743775020264,17.68,30.0
01a58945o0190o,240.27615,19.4502316666667,>16.078706362503105,0.0,1.86,o,20.933,58945.47904575,3276.64,490.36,402.0,408.5,282.5,152.2,366.9,-11979.3,7596.4,1.14,2.08,1.87,1.0,3.0,-0.4267,834.2229606522338,449.4468481814866,16.25,30.0
01a58945o0225o,240.27615,19.4502316666667,16.43,0.02,45.1,o,22.224,58945.49659455,3291.53,372.53,1485.0,184.0,1253.8,27.8,184.1,7574.3,1292.7,2.06,1.95,1.7,1.0,3.0,-0.4397,972.4573060690174,21.561902303970875,18.99,30.0
01a58945o0233o,240.27615,19.4502316666667,None,None,None,o,21.882,58945.50071985,None,None,None,None,None,None,None,None,None,None,None,None,1.0,3.0,-0.4347,None,None,18.68,30.0
02a58947o0600o,240.276157333333,19.450224,16.19,0.03,33.8,o,22.171,58947.56166005,8235.8,4739.42,1011.0,156.8,929.4,27.5,160.1,10134.4,1794.9,1.28,2.57,2.07,1.0,3.0,-0.4357,1210.2215505943159,35.80922384478555,18.27,30.0
02a58947o0607o,240.276157333333,19.450224,16.15,0.03,35.37,o,22.174,58947.56536475,8214.81,4699.38,1219.0,165.7,1068.2,30.2,155.3,3640.3,1622.5,1.13,2.41,1.97,1.0,3.0,-0.4497,1253.9914854115013,35.45267071655808,18.36,30.0
02a58947o0625o,240.276157333333,19.450224,16.12,0.03,36.6,o,22.172,58947.57392225,8272.14,4778.43,1097.0,168.6,1061.4,29.0,165.3,7173.0,2207.0,1.22,2.49,1.99,1.0,3.0,-0.4377,1288.5172946350897,35.20539056380026,18.28,30.0
02a58947o0645o,240.276155,19.45022,16.29,0.03,33.13,o,22.166,58947.58409175,8290.82,4659.27,1007.0,163.4,960.7,29.0,168.4,8906.0,2052.4,1.64,2.31,2.02,1.0,3.0,-0.4427,1109.455494515893,33.49038132711658,18.39,30.0
01a58948o0481o,240.276155,19.45022,16.14,0.03,40.07,o,22.231,58948.46675995,3232.25,446.52,1470.0,181.8,1394.5,34.8,182.1,5236.2,1684.2,1.4,2.07,1.95,1.0,3.0,-0.4077,1270.5220910697456,31.706108834153564,18.56,30.0
01a58948o0487o,240.276155,19.45022,16.15,0.03,38.78,o,22.23,58948.47020175,3212.02,409.15,1246.0,180.2,1302.9,33.6,175.5,6746.2,2084.9,1.71,2.14,2.01,1.0,3.0,-0.4007,1257.9971584531836,32.44201744111365,18.52,30.0
