#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59753o0478o,334.19414,86.93249166666665,>20.11,0.0,3.0,o,22.076,59753.45913005,3972.45,3537.13,182.0,180.1,3.6,6.9,176.4,-1757.4,591.0,1.53,3.07,2.89,1.0,3.0,-0.4337,8.517212136799856,16.324656595533057,19.07,30.0
01a59753o0487o,334.19414,86.93249166666665,>19.627358141704295,0.0,1.03,o,22.077,59753.46327015,3931.97,3512.81,165.0,180.2,7.3,7.1,177.3,-1418.2,599.0,1.17,3.2,2.87,1.0,3.0,-0.4157,17.567642315939064,17.086337047009227,19.03,30.0
01a59753o0499o,334.19414,86.93249166666665,>20.04,0.0,3.0,o,22.078,59753.46881275,4021.26,3566.22,180.0,180.9,2.2,7.4,176.2,-1108.4,577.8,1.19,3.09,2.86,1.0,3.0,-0.4207,5.1133549238952245,17.19946656219303,19.05,30.0
01a59753o0524o,334.19414,86.93249166666665,>20.17,0.0,3.0,o,22.076,59753.48038865,4022.11,3455.49,191.0,180.1,-19.7,7.0,179.4,-1524.2,524.1,1.42,2.97,2.78,1.0,3.0,-0.4437,-43.7750062414427,15.554570745690302,19.09,30.0
01a59757o0430o,334.19414,86.93249166666665,>19.86,0.0,3.0,o,22.048,59757.43867815,3984.0,3529.43,186.0,180.5,-2.9,7.1,174.4,-1846.5,596.9,1.59,3.36,3.14,1.0,3.0,-0.4137,-8.21912657470744,20.122689200145793,18.89,30.0
01a59757o0437o,334.19414,86.93249166666665,>19.32820793917432,0.0,1.47,o,22.025,59757.44190475,3944.47,3505.87,216.0,179.3,11.2,7.6,176.4,-951.7,652.0,1.18,3.43,3.12,1.0,3.0,-0.4177,33.008476651907785,22.398609156651716,18.84,30.0
01a59757o0458o,334.19414,86.93249166666665,>19.21,0.0,3.0,o,21.535,59757.45205925,4028.47,3565.18,193.0,179.6,3.7,7.0,173.6,-2835.0,720.2,1.2,3.59,3.39,1.0,3.0,-0.3967,19.10093453537392,36.13690317503173,18.26,30.0
01a59757o0469o,334.19414,86.93249166666665,>19.43,0.0,3.0,o,21.483,59757.45718645,4039.56,3448.74,184.0,178.2,2.0,7.1,173.7,-1829.6,650.8,1.0,3.19,2.92,1.0,3.0,-0.4307,8.553862708526477,30.36621261526898,18.36,30.0
01a59757o0732o,334.19414,86.93249166666665,>17.683631304461787,0.0,1.35,o,20.925,59757.58076145,9758.46,5485.39,210.0,183.9,18.1,13.4,176.6,-798.7,1242.5,1.46,3.43,3.01,1.0,3.0,-0.3847,137.49849221275622,101.79446384811784,17.72,30.0
01a59757o0769o,334.19414,86.93249166666665,>18.84,0.0,3.0,o,21.256,59757.59784945,9746.7,5339.77,129.0,178.7,8.8,9.9,168.3,-2818.4,771.8,1.74,3.18,2.93,1.0,3.0,-0.4187,45.89191259561718,51.62840167006932,18.03,30.0
