#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
02a59179o0829o,145.308825,26.0886225,>20.64,0.0,3.0,o,22.161,59179.58095085,7932.6,7693.18,179.0,182.1,4.7,10.2,182.0,399.5,485.3,1.01,2.13,1.86,1.0,3.0,-0.4437,4.633926604885837,10.056606674433093,19.64,30.0
02a59179o0835o,145.308825,26.0886225,>20.21740185466541,0.0,1.25,o,22.163,59179.58369365,7952.63,7732.39,195.0,181.6,13.1,10.5,179.9,344.9,469.0,0.91,2.08,1.82,1.0,3.0,-0.4507,12.398374887023603,9.937628726240293,19.7,30.0
02a59179o0842o,145.308825,26.0886225,>20.68,0.0,3.0,o,22.161,59179.58690365,7893.06,7654.74,173.0,181.9,-5.2,10.4,181.4,189.1,511.4,1.07,2.07,1.82,1.0,3.0,-0.4507,-4.906861754264311,9.813723508528621,19.68,30.0
02a59179o0853o,145.308825,26.0886225,>20.114015106945093,0.0,1.45,o,22.162,59179.59194415,7874.34,7771.7,205.0,182.1,16.0,11.0,181.9,967.0,554.5,0.83,2.14,1.86,1.0,3.0,-0.4417,15.805398331299514,10.866211352768415,19.66,30.0
01a59181o0602o,145.308825,26.0886225,>19.91,0.0,3.0,o,22.25,59181.49989865,8769.82,4839.23,138.0,180.1,-0.9,16.1,186.1,1418.7,999.0,1.03,2.37,2.26,1.0,3.0,-0.4047,-1.066247534318326,19.073983669472277,18.88,30.0
01a59181o0613o,145.308825,26.0886225,>19.94,0.0,3.0,o,22.256,59181.50496925,8751.69,4803.16,131.0,181.9,8.1,16.3,175.4,-1851.8,908.3,1.06,2.35,2.2,1.0,3.0,-0.4037,9.20310352190283,18.51982560580446,18.91,30.0
01a59181o0619o,145.308825,26.0886225,>19.92,0.0,3.0,o,22.256,59181.50773335,8809.9,4877.87,181.0,181.5,4.0,14.9,185.2,592.7,914.1,0.91,2.47,2.34,1.0,3.0,-0.4057,5.090161329845825,18.9608509536757,18.9,30.0
01a59181o0640o,145.308825,26.0886225,>20.0,0.0,3.0,o,22.266,59181.51740555,8830.71,4762.22,197.0,180.9,15.0,16.0,182.6,1571.2,939.0,1.02,2.31,2.19,1.0,3.0,-0.4097,16.615220113927204,17.722901454855684,19.03,30.0
02a59183o0347o,145.308825,26.0886225,>19.54,0.0,3.0,o,22.154,59183.53368545,7926.69,7688.89,112.0,178.0,-27.7,24.1,179.6,-1109.2,1365.8,0.89,2.29,2.01,1.0,3.0,-0.4317,-31.584212583853294,27.47940517223337,18.58,30.0
02a59183o0363o,145.308825,26.0886225,>19.46,0.0,3.0,o,22.158,59183.54105375,7946.95,7729.71,177.0,179.7,10.2,25.1,183.9,2521.3,1675.6,0.85,2.33,2.06,1.0,3.0,-0.4237,11.994497504882885,29.51587131103534,18.63,30.0
