#expname,ra,dec,mag,dm,snr,filter,zp,mjd,x,y,peakval,skyval,peakfit,dpeak,skyfit,flux,dflux,chin,major,minor,snrdet,snrlimit,apfit,uJy,duJy,mag5sig,texp
01a59261o0547c,186.634426,31.428372,>20.614495986498014,0.0,1.23,c,22.398,59261.47171735,3151.26,3239.91,179.0,181.2,9.0,7.3,178.2,-804.0,405.3,1.59,2.29,2.14,1.0,3.0,-0.3957,8.442100353213336,6.847481397606374,19.91,30.0
01a59261o0552c,186.634426,31.428372,>20.96,0.0,3.0,c,22.4,59261.47401785,3131.08,3200.85,222.0,181.6,4.3,7.0,180.2,-960.9,420.2,1.94,2.4,2.25,1.0,3.0,-0.3837,4.3875387053126085,7.1425048691135515,19.89,30.0
01a59261o0558c,186.634426,31.428372,>20.98,0.0,3.0,c,22.4,59261.47692495,3191.02,3278.81,186.0,181.3,6.5,7.4,179.9,-464.7,387.8,2.73,2.31,2.16,1.0,3.0,-0.3907,6.167907229892718,7.021925154031711,19.9,30.0
01a59261o0582c,186.634426,31.428372,>20.50065614269377,0.0,2.28,c,22.403,59261.48918885,3211.45,3163.37,218.0,180.7,18.9,8.3,176.5,-852.3,442.7,2.55,2.26,2.13,1.0,3.0,-0.3947,17.31843293030183,7.605449382090224,19.91,30.0
02a59263o0327c,186.634426,31.428372,>13.99,0.0,3.0,c,17.95,59263.49854745,124.39,2832.59,9.0,190.8,-96.2,64.8,187.7,-5931.2,4681.6,1.03,2.55,2.32,1.0,3.0,-0.3997,-6576.002696921784,4429.5735422092675,15.35,30.0
02a59263o0333c,186.634426,31.428372,>19.4,0.0,3.0,c,20.964,59263.50177975,68.9,2751.51,188.0,184.2,4.1,7.4,183.8,473.0,526.4,1.06,2.5,2.29,1.0,3.0,-0.3957,16.831316746843324,30.378474128448932,18.47,30.0
02a59263o0344c,186.634426,31.428372,>18.81,0.0,3.0,c,21.476,59263.50682385,51.4,2868.04,196.0,171.4,16.9,20.5,177.5,-33747.4,1155.2,0.53,2.5,2.28,1.0,3.0,-0.3967,43.14398989549396,52.33442561287729,19.02,30.0
02a59263o0400c,186.634426,31.428372,>17.65,0.0,3.0,c,19.342,59263.53405315,685.42,7749.13,208.0,169.4,-3.3,7.9,174.5,2113.8,565.0,1.39,2.58,2.33,1.0,3.0,-0.4007,-63.65731435070234,152.3917525365299,16.67,30.0
02a59263o0478c,186.634426,31.428372,>17.62,0.0,3.0,c,19.266,59263.57310125,719.64,7785.07,157.0,181.4,4.5,7.9,179.9,-512.6,416.8,1.01,2.52,2.29,1.0,3.0,-0.4037,89.62048341481412,157.33373755045147,16.56,30.0
02a59267o0667c,186.634426,31.428372,>20.54,0.0,3.0,c,22.242,59267.54369505,7082.02,1108.62,189.0,181.7,1.1,7.5,177.3,-1563.3,487.6,1.98,2.64,2.43,1.0,3.0,-0.3927,1.5551118506673671,10.60303534545932,19.56,30.0
02a59267o0674c,186.634426,31.428372,>20.235366051527468,0.0,1.42,c,22.242,59267.54706615,7062.16,1068.51,184.0,180.6,10.2,7.2,178.4,-6.0,526.5,2.41,2.59,2.38,1.0,3.0,-0.3927,13.855928645718487,9.780655514624815,19.61,30.0
02a59267o0747c,186.634426,31.428372,>20.83,0.0,3.0,c,22.238,59267.58226495,7117.31,1147.13,192.0,181.7,3.2,6.1,179.4,-481.3,356.7,2.48,2.56,2.35,1.0,3.0,-0.3987,4.2817031181507135,8.161996568974798,19.79,30.0
02a59267o0762c,186.634426,31.428372,>20.400158830904388,0.0,2.38,c,22.236,59267.58981455,7138.5,1030.46,191.0,181.3,14.3,6.0,177.4,-732.5,384.8,1.77,2.61,2.41,1.0,3.0,-0.3947,19.968816800408902,8.378524531640098,19.79,30.0
01a59269o0436o,186.634426,31.428372,>20.09,0.0,3.0,o,22.296,59269.41581665,6462.22,9334.16,177.0,182.9,2.0,14.9,179.3,-977.5,831.9,1.79,2.32,2.2,1.0,3.0,-0.4077,2.170198238594246,16.167976877527135,19.06,30.0
01a59269o0444o,186.634426,31.428372,>20.06,0.0,3.0,o,22.297,59269.41952005,6443.6,9296.66,176.0,178.5,0.7,15.8,174.4,1235.7,962.6,1.48,2.32,2.15,1.0,3.0,-0.4127,0.7450462447762737,16.816758096378745,19.11,30.0
01a59269o0450o,186.634426,31.428372,>20.05,0.0,3.0,o,22.299,59269.42231635,6501.95,9374.16,198.0,180.0,11.1,15.8,178.1,-493.2,968.1,1.45,2.34,2.15,1.0,3.0,-0.4137,11.90518206418247,16.946115010277754,19.11,30.0
01a59269o0466o,186.634426,31.428372,>20.22,0.0,3.0,o,22.302,59269.42969095,6522.85,9257.2,164.0,181.2,-9.7,15.6,178.8,-556.0,928.4,1.64,2.15,2.03,1.0,3.0,-0.4167,-9.02536921636317,14.515026780955205,19.2,30.0
01a59277o0513o,186.634426,31.428372,>20.39,0.0,3.0,o,22.318,59277.46834395,7067.53,3043.22,173.0,181.9,-8.6,11.1,181.9,-118.7,727.9,1.18,2.4,2.21,1.0,3.0,-0.4107,-9.529293688672656,12.299437202821684,19.43,30.0
01a59277o0520o,186.634426,31.428372,>19.92,0.0,3.0,o,22.295,59277.47194145,7047.1,3004.16,174.0,178.8,-8.8,6.9,175.5,-1078.1,713.1,1.92,3.75,3.43,1.0,3.0,-0.3837,-23.55953992419232,18.47282107692352,18.91,30.0
01a59277o0583o,186.634426,31.428372,19.89,0.23,4.24,o,22.32,59277.50667675,7101.93,3080.56,227.0,181.3,53.9,12.7,176.2,-185.5,568.9,1.27,1.94,1.82,1.0,3.0,-0.4217,40.08857586896915,9.445731234432435,19.67,30.0
01a59277o0598o,186.634426,31.428372,>20.52,0.0,3.0,o,22.317,59277.54149925,3429.77,7622.85,202.0,181.9,8.6,12.0,178.8,-532.6,594.4,1.35,2.14,2.04,1.0,3.0,-0.4097,7.84334172836906,10.944197760514967,19.51,30.0
02a59287o0294c,186.634426,31.428372,18.62,0.08,12.49,c,22.114,59287.36467155,8522.14,5562.86,225.0,181.4,78.7,6.3,176.8,-467.2,381.6,1.44,2.72,2.46,1.0,3.0,-0.3817,129.2520645342498,10.3467345179895,19.6,30.0
02a59291o0370c,186.634426,31.428372,17.97,0.04,27.27,c,22.23,59291.50269805,9243.56,1530.06,273.0,181.5,190.9,7.0,142.0,472.9,430.4,13.9,2.44,2.24,1.0,3.0,-0.4087,235.94051245058023,8.651564102430912,19.85,30.0
02a59291o0376c,186.634426,31.428372,18.83,0.09,12.21,c,22.229,59291.50590875,9226.75,1493.87,236.0,180.3,83.0,6.8,175.4,342.0,376.9,2.08,2.49,2.28,1.0,3.0,-0.4067,106.45621764115326,8.72171421638364,19.83,30.0
02a59291o0386c,186.634426,31.428372,18.76,0.08,12.96,c,22.227,59291.51137375,9287.43,1572.41,276.0,181.7,89.4,6.9,178.1,264.9,392.8,2.66,2.48,2.27,1.0,3.0,-0.4047,113.70349183934539,8.775772860083705,19.8,30.0
02a59291o0458c,186.634426,31.428372,18.77,0.08,12.77,c,22.218,59291.54655715,9299.0,1453.12,254.0,181.6,88.1,6.9,181.3,1164.5,334.7,2.2,2.48,2.27,1.0,3.0,-0.4047,112.98276312614502,8.84882026754144,19.76,30.0
