2020hsh 0.0747 217.302792 46.239131
filter ATri
60687.519753 -19.249 0.626
60687.553359 19.408 0.67
60691.597707 20.536 0.755
60695.613081 -20.163 0.438
60695.631732 -21.116 0.833
60695.636315 -20.291 0.514
60697.491755 -20.265 0.637
60697.493969 -19.449 0.631
60699.610835 -20.965 0.772
60709.568842 20.853 0.701
60711.468931 -20.894 0.856
60711.473542 -21.068 0.853
