2024moy 0.036908 210.616083 60.994511
filter ATri
60683.587814 20.684 0.596
60683.614888 -21.304 0.851
60683.618087 -20.816 0.644
60691.602272 -19.97 0.531
60695.513694 20.357 0.579
60697.487991 -20.511 0.75
60697.496345 19.682 0.897
60699.632985 20.365 0.443
60709.558459 20.195 0.403
60709.563988 21.099 0.783
60711.451199 -20.62 0.736
60711.465981 21.075 0.985
