ATLAS2024acti -99999 -99999 -99999
filter ATgr
60696.137221 21.096 0.742
60696.147238 20.963 0.657
60700.144683 20.193 0.323
60700.151051 20.87 0.636
60704.134035 19.833 0.278
60704.136833 20.949 0.869
60708.13193 20.945 0.663
60708.140006 19.913 0.262
60708.143192 20.355 0.369
60708.154031 20.856 0.747
filter ATri
60684.153239 20.118 0.515
60684.156544 19.885 0.463
60684.16206 20.699 0.813
60684.173526 20.115 0.493
60685.885674 19.859 0.434
60685.888916 19.783 0.48
60685.894454 20.366 0.706
60685.906294 19.856 0.408
60685.909027 19.869 0.388
60685.914984 19.702 0.418
60685.926545 20.158 0.581
60688.202773 19.448 0.686
60688.212812 18.718 0.384
60692.070806 20.083 0.388
60692.072648 20.61 0.669
60692.075412 19.61 0.249
60692.081297 19.873 0.317
60693.878482 19.649 0.38
60693.881701 20.268 0.668
60693.900081 20.187 0.552
60697.874627 20.496 0.672
60697.885158 20.333 0.526
60697.891122 19.816 0.306
60697.894768 15.906 0.011
60701.89281 20.294 0.514
60701.895994 19.798 0.41
60701.90238 20.259 0.6
60701.914303 20.006 0.49
60705.872003 20.379 0.429
60705.880301 20.685 0.543
60705.890365 20.397 0.389
60709.865921 20.582 0.587
60709.869131 20.34 0.39
60709.874609 21.034 0.792
