2020tel 0.08 255.858042 35.999669
filter ATgr
60709.589096 20.499 0.524
60710.61266 20.578 0.47
60710.64274 20.601 0.562
filter ATri
60690.634676 -20.014 0.791
60690.653288 -20.513 0.85
60690.658471 15.98 0.016
60691.645261 20.703 0.8
60693.603204 -19.571 0.382
60693.606975 -20.127 0.593
60693.612069 -20.347 0.623
60694.646089 20.3 0.761
60694.660228 19.638 0.379
60695.620368 20.573 0.802
60695.629294 20.68 0.785
60695.676376 18.261 0.663
60697.624344 19.822 0.431
60710.618223 -20.612 0.875
60710.622827 20.159 0.423
60711.609239 -20.948 0.849
60711.629046 20.208 0.366
60711.632655 20.713 0.492
