2024ejq 0.041032 103.0803316 49.6917172
filter ATgr
60699.406478 -21.013 0.778
60703.579258 -20.421 0.667
filter ATri
60683.445514 -20.654 0.622
60683.490904 20.261 0.538
60685.389461 19.377 0.408
60685.396877 20.199 0.837
60685.416407 -18.946 0.95
60685.422879 20.239 0.729
60685.454349 19.594 0.333
60691.425843 -20.313 0.613
60695.567219 -20.311 0.58
60695.579759 20.462 0.843
60695.601688 19.771 0.448
60697.512376 20.446 0.545
60709.382811 20.315 0.424
60709.386074 20.46 0.552
60709.392965 21.137 0.901
60710.50953 20.855 0.962
60710.51666 20.814 0.959
60710.524355 20.858 0.969
