2024uad 0.07 36.1347028571 -49.6541271429
filter ATgr
60696.046918 -19.954 0.289
60696.050597 -20.46 0.442
60696.056315 -20.532 0.375
60696.06775 -20.759 0.517
60700.070053 20.949 0.711
60704.039409 20.491 0.77
60704.043507 -20.787 0.878
60704.049442 20.829 0.734
60704.062559 20.18 0.451
60708.035134 -20.035 0.563
60708.047163 20.81 0.747
filter ATri
60684.070703 -20.163 0.598
60685.810034 20.148 0.575
60692.170586 -19.752 0.895
60692.176231 -19.438 0.542
60692.218424 19.543 0.659
60693.796425 -20.719 0.754
60693.806896 20.192 0.479
60693.817068 20.285 0.522
60697.792267 20.079 0.382
60697.813565 19.767 0.287
60701.803826 20.635 0.778
60701.807077 20.621 0.824
60705.7799 -19.184 0.403
60705.806792 20.031 0.489
60705.813225 20.091 0.398
