2023xhr 0.045 168.121747013 28.0666930629
filter ATgr
60709.463378 -20.422 0.482
60710.465298 -21.245 0.949
filter ATri
60682.537605 20.729 0.577
60682.548137 20.848 0.697
60684.535058 21.175 0.909
60686.542524 -20.036 0.636
60686.551477 20.063 0.627
60694.513876 20.76 0.927
60694.519 20.508 0.586
60694.522164 20.406 0.636
60695.487841 -21.011 0.877
60696.4989 19.787 0.347
60696.510307 19.801 0.985
60697.384806 20.861 0.811
60699.477495 20.667 0.518
60699.480322 21.218 0.823
60699.504774 21.246 0.779
60699.545408 21.227 0.871
60700.552911 -20.961 0.679
60700.568756 21.222 0.876
60703.614904 20.544 0.493
60703.618155 20.479 0.423
60703.624705 -21.476 0.95
60704.504563 -18.726 0.461
60704.516572 18.464 0.802
60708.498949 21.014 0.771
60710.406658 20.683 0.688
60711.403969 -20.4 0.519
60711.408118 -21.054 0.964
