2020rqk None 240.243542 70.604181
filter ATri
60691.630656 -20.04 0.813
60693.595487 -20.697 0.992
60693.615181 -19.997 0.525
60695.619023 20.811 0.993
60695.624536 -20.441 0.615
60699.660172 20.633 0.736
60709.599583 -20.319 0.615
60709.605631 -20.44 0.489
60710.564808 -20.091 0.471
60710.569279 -20.22 0.449
60711.540157 -19.911 0.425
60711.552909 20.838 0.883
60711.556966 -20.55 0.653
