2024lxm 0.048 53.394292 -78.503761
filter ATgr
60696.086361 20.829 0.624
60696.106351 21.176 0.856
60700.054271 21.171 0.985
60704.11772 21.084 0.822
60708.085955 21.409 0.93
60708.089601 21.02 0.82
60708.095115 -20.726 0.592
filter ATri
60684.102562 -19.868 0.498
60684.121644 19.976 0.58
60684.124858 -20.396 0.725
60684.13184 20.02 0.59
60684.142454 19.952 0.52
60685.846373 -20.517 0.909
60688.132869 19.409 0.64
60692.107507 -20.09 0.855
60692.114065 -20.131 0.68
60692.210609 20.31 0.796
60692.214918 -20.525 0.981
60697.834927 20.524 0.885
60697.837707 20.731 0.86
60701.828374 -20.211 0.695
60701.84647 19.765 0.431
60705.859618 -20.369 0.59
60709.797387 20.703 0.675
