2024vfz 0.08 25.4670906769 -19.721461688
filter ATgr
60694.067626 20.842 0.552
60694.096696 21.125 0.94
60698.058432 -21.517 0.965
60698.072339 21.221 0.914
60698.078239 20.884 0.673
60701.043667 -21.058 0.966
60701.054675 21.368 0.986
60702.038738 20.591 0.613
60702.042412 20.706 0.692
60702.06732 20.607 0.543
60705.029594 19.727 0.63
60705.032753 20.32 0.764
60705.049151 20.917 0.882
60706.040024 19.713 0.284
60706.042774 -20.742 0.938
60706.045505 20.514 0.516
60706.054026 20.325 0.513
filter ATri
60682.104976 -19.955 0.556
60682.107843 20.262 0.702
60682.123422 -20.018 0.659
60682.84963 19.987 0.606
60683.838524 20.122 0.585
60685.082762 20.106 0.857
60685.101743 19.496 0.592
60686.081744 19.26 0.498
60686.120414 19.532 0.825
60686.829862 -19.596 0.559
60686.849698 20.17 0.882
60687.831758 20.196 0.803
60687.855139 -19.884 0.836
60689.101098 -19.627 0.705
60689.104333 -19.609 0.685
60690.839486 -20.011 0.74
60693.040328 20.594 0.755
60693.049443 20.964 0.893
60693.060196 20.176 0.454
60694.860359 20.04 0.456
60694.872337 20.119 0.53
60698.801594 19.663 0.31
60698.804791 20.102 0.468
60699.792335 -20.675 0.857
60703.782385 19.884 0.496
60703.798701 20.817 0.755
60709.033418 19.252 0.36
60709.041195 -19.919 0.521
60709.051523 20.308 0.905
60710.053633 -19.59 0.482
60710.79333 20.064 0.8
60710.800255 -20.149 0.607
60710.812604 19.918 0.549
