2024bsc 0.042708 239.79949086910432 15.153908530785959
filter ATgr
60709.643239 -19.892 0.24
60709.646547 -19.948 0.223
60709.659976 -20.611 0.533
60709.668407 19.418 0.233
60710.630694 20.014 0.258
60710.648738 21.233 0.837
filter ATri
60682.641282 -19.222 0.133
60682.658911 20.176 0.421
60682.664121 -19.922 0.434
60682.671654 -19.128 0.478
60684.615036 20.097 0.377
60684.61833 20.248 0.415
60684.63518 19.335 0.182
60690.667674 -19.302 0.351
60692.642264 20.117 0.521
60692.652231 -20.411 0.621
60692.657361 19.231 0.242
60692.662953 19.931 0.428
60693.670913 -19.161 0.258
60694.632674 19.892 0.465
60694.663932 -19.197 0.248
60695.639188 19.498 0.254
60695.662158 -20.269 0.596
60696.644084 -20.728 0.79
60696.649249 -19.974 0.361
60696.666478 -20.338 0.659
60696.673472 19.309 0.583
60697.594593 19.473 0.224
60697.597326 -19.488 0.294
60697.598974 19.133 0.191
60697.601275 19.311 0.251
60697.604445 -20.547 0.569
60697.60805 -19.957 0.36
60697.625264 19.985 0.56
60704.635413 -19.268 0.27
60704.641269 -19.414 0.452
60704.658947 -16.906 0.176
60704.666481 -19.135 0.516
60708.627987 20.899 0.697
60708.649996 20.134 0.412
60708.661621 -20.431 0.586
60710.577565 -20.043 0.399
60710.578022 19.66 0.306
60710.586976 19.839 0.374
60711.570782 20.812 0.737
60711.571239 21.018 0.926
60711.576071 19.8 0.322
60711.585141 -20.742 0.539
60711.5891 -19.579 0.265
60711.591183 19.752 0.308
60711.5928 19.611 0.251
60711.595207 -19.587 0.277
