2024xhw 0.0755 142.1842899 39.4285287
filter ATgr
60695.396942 20.52 0.556
60695.398842 21.041 0.787
60695.402104 20.833 0.795
60699.449317 20.898 0.569
60699.476116 21.082 0.828
60703.475812 20.895 0.658
60703.493268 21.306 0.852
60709.433354 21.11 0.849
60709.446939 18.522 0.076
60710.424598 20.877 0.66
filter ATri
60683.481202 20.355 0.529
60683.485762 20.216 0.465
60683.496096 -20.923 0.943
60684.456493 20.522 0.693
60685.471155 20.114 0.507
60685.482895 20.804 0.992
60686.415319 20.185 0.789
60686.420802 19.032 0.457
60692.512749 -20.093 0.918
60692.521893 20.327 0.801
60693.44316 20.421 0.66
60693.447769 20.768 0.894
60693.535707 20.581 0.882
60693.568759 -20.487 0.695
60694.47899 20.866 0.983
60694.482165 -20.972 0.916
60696.490683 20.517 0.836
60696.551281 -21.167 0.932
60697.611306 20.097 0.706
60697.615203 19.941 0.363
60697.622165 -20.274 0.7
60699.464509 -21.163 0.893
60704.449539 19.192 0.307
60708.415115 21.072 0.847
60709.432869 -20.335 0.406
60710.332658 -21.123 0.989
60711.329372 -20.644 0.63
