2020buy 0.09 196.043619928 -4.53443620916
filter ATgr
60685.088259 20.59 0.534
60700.574149 21.176 0.73
60703.296957 -20.369 0.407
60704.505106 20.005 0.444
60707.30303 -21.025 0.701
60708.59984 21.28 0.78
60708.603477 21.008 0.689
60711.37857 20.64 0.58
filter ATri
60689.068773 19.999 0.675
60689.077366 19.901 0.608
60690.556578 -20.525 0.88
60690.558412 -20.193 0.733
60690.562092 -20.41 0.737
60691.333169 19.698 0.676
60693.031177 19.751 0.798
60705.043051 20.704 0.658
60709.09148 20.16 0.355
60709.094659 21.041 0.922
60712.482496 20.634 0.822
