2024fav 0.056 235.308458 70.303569
filter ATri
60691.649418 -20.671 0.917
60691.659029 20.444 0.785
60691.668675 19.267 0.339
60693.592164 20.687 0.919
60693.595018 -20.594 0.97
60693.595487 20.559 0.883
60693.610014 -20.654 0.855
60693.615181 20.074 0.523
60695.615807 -20.613 0.804
60695.624536 -19.844 0.344
60695.63679 -20.446 0.602
60697.565893 -20.242 0.547
60699.646779 -20.671 0.569
60709.594408 -20.817 0.742
60710.564808 20.47 0.592
60710.574146 -20.664 0.632
60711.556966 20.064 0.45
