2024abmv 0.05 27.5902795523 43.8502288359
filter ATgr
60695.273335 20.598 0.51
60695.276518 20.121 0.296
60695.28355 20.655 0.5
60699.323474 20.134 0.346
60699.326698 21.053 0.935
60699.346068 20.493 0.513
60699.357641 20.587 0.549
filter ATri
60683.280076 19.226 0.233
60683.289989 19.794 0.426
60683.298742 19.191 0.226
60685.306216 19.708 0.548
60687.313168 19.858 0.72
60687.322451 20.241 0.974
60687.333544 19.559 0.607
60691.318168 20.593 0.831
60691.328792 19.451 0.23
60691.343584 19.44 0.241
60691.3566 19.418 0.372
60693.359022 20.025 0.523
60693.362773 19.333 0.288
60693.401129 19.668 0.441
60697.255422 20.996 0.759
60697.259156 20.527 0.488
60697.265161 19.979 0.354
60709.269512 19.974 0.393
60709.27279 20.849 0.907
60709.279759 20.178 0.45
60710.243573 19.855 0.382
60710.271911 20.198 0.467
60711.228667 -19.937 0.576
60711.231507 19.294 0.37
