2024ssj 0.06 327.8283286 25.1743062
filter ATri
60682.213656 20.273 0.869
60684.211921 -19.702 0.693
60684.215599 -20.193 0.844
60684.220717 20.157 0.871
60686.207711 -18.908 0.883
60686.22371 18.7 0.438
60688.20648 -18.948 0.838
60688.218973 -19.913 0.93
60688.226338 18.047 0.401
60689.205786 18.159 0.955
60689.208962 -18.572 0.656
60689.214406 18.966 0.673
60690.206257 18.423 0.676
60692.216947 -18.62 0.703
60693.209855 18.665 0.683
60693.213511 -18.912 0.399
60693.22045 19.701 0.536
