2020yep 0.13 28.637665883333 -2.91849305
filter ATgr
60695.039303 -19.977 0.561
60695.059804 -19.684 0.296
60695.082371 20.573 0.659
60696.277071 -20.682 0.477
60696.279787 20.594 0.617
60696.285681 -20.294 0.49
60704.284781 19.574 0.573
60704.296778 18.591 0.471
60708.214641 19.362 0.588
60708.215545 19.18 0.458
60708.218711 -19.904 0.771
60708.23522 -19.412 0.347
filter ATri
60684.302116 -20.444 0.876
60684.796407 -19.849 0.688
60687.041564 18.808 0.397
60687.050626 -19.004 0.427
60687.079725 -17.099 0.433
60688.792035 20.217 0.959
60688.797 -19.655 0.54
60690.283412 -20.565 0.944
60690.293221 -20.307 0.592
60690.299671 20.58 0.891
60690.309872 -19.997 0.669
60691.087188 20.119 0.912
60692.313193 -20.455 0.664
60692.83962 -20.067 0.645
60692.886327 -19.43 0.655
60694.286983 -19.98 0.369
60694.293436 -20.14 0.369
60694.306968 -20.491 0.576
60698.288275 -20.904 0.805
60712.223405 -19.435 0.347
