2020qdo 0.011 32.30325 18.931969
filter ATgr
60694.275934 21.037 0.862
60694.279152 20.996 0.78
60694.297859 -19.917 0.319
filter ATri
60690.317742 -20.259 0.795
60690.345334 -20.33 0.838
60691.348777 20.032 0.674
60691.35846 -20.47 0.79
60692.259252 -21.05 0.991
60692.274839 19.965 0.369
60692.379661 -20.013 0.514
60695.24574 -20.913 0.902
60695.254212 -20.483 0.558
60696.264098 20.465 0.514
60696.284083 -20.613 0.738
60700.334165 -20.692 0.782
60700.34304 -20.575 0.678
60700.354706 20.727 0.959
60703.308818 -20.482 0.532
60703.314905 -20.419 0.546
60704.267279 -20.478 0.694
60704.274677 20.482 0.737
60708.216136 -20.108 0.527
60708.219353 -20.441 0.672
60708.251445 -20.572 0.539
60709.229729 20.972 0.822
60709.233832 20.146 0.505
60709.253173 20.858 0.944
60712.258936 -20.183 0.798
60712.265995 20.312 0.967
