2020rql 0.023 237.286 68.043939
filter ATri
60693.603923 -20.406 0.617
60695.624536 -20.822 0.9
60695.63679 20.542 0.764
60697.57731 20.138 0.747
60699.650448 20.366 0.507
60699.665774 -21.012 0.972
60709.599121 20.179 0.425
60709.609784 20.381 0.457
60710.559136 20.677 0.907
60711.552909 20.547 0.672
60711.556966 -20.475 0.56
