2024ejy 0.0408 210.381374087 -23.9571240757
filter ATgr
60684.077438 20.804 0.697
60684.087451 -20.882 0.604
60684.098504 20.576 0.649
60701.338992 20.2 0.435
60702.319475 21.339 0.893
60702.338759 20.547 0.503
60705.337676 20.902 0.764
60705.348376 20.671 0.566
60706.318167 20.645 0.506
60706.321802 20.517 0.483
60709.330609 -21.129 0.843
60710.31292 20.99 0.781
60710.316121 20.166 0.322
filter ATri
60682.342072 20.341 0.593
60682.35368 20.09 0.366
60682.359753 20.83 0.978
60685.354107 -20.062 0.486
60685.358757 20.699 0.978
60686.312366 20.722 0.814
60690.329312 19.376 0.462
60690.334857 20.137 0.88
60691.060819 19.95 0.749
60691.072206 19.34 0.42
60692.071574 20.057 0.676
60692.097415 19.919 0.581
60692.104247 19.555 0.482
60693.354725 20.248 0.942
60694.329575 -19.882 0.591
60695.064687 20.038 0.638
60695.073591 19.927 0.653
60699.07163 20.459 0.661
60699.090319 20.227 0.467
60699.097998 20.146 0.481
60699.104588 20.027 0.416
60700.079638 -20.683 0.844
60707.051387 19.89 0.305
60707.060641 19.999 0.341
60707.071562 20.203 0.462
60708.073583 -20.697 0.617
60711.040728 20.425 0.414
60711.060486 20.931 0.798
