2021agnh 0.07 183.024387719 18.1663683192
filter ATgr
60709.496128 -20.85 0.68
60710.511953 20.785 0.62
filter ATri
60684.52854 -20.601 0.603
60684.542751 20.972 0.686
60684.545521 20.785 0.654
60690.500059 20.049 0.974
60690.506894 -19.546 0.643
60691.529246 19.253 0.267
60695.562057 20.248 0.545
60697.439744 19.667 0.848
60697.465344 -20.477 0.608
60699.537037 20.744 0.57
60700.618173 -20.828 0.538
60700.62154 21.174 0.74
60700.627601 21.168 0.737
60703.660775 20.967 0.788
60704.512427 18.572 0.937
60704.514265 17.907 0.653
60704.530976 19.846 0.79
60708.506323 -21.051 0.939
60708.509095 -21.15 0.94
60711.415886 20.967 0.87
60711.428373 20.626 0.614
60711.434307 20.363 0.534
60712.492389 20.561 0.663
