2021aare 0.0404 90.9168013455 -26.6632429668
filter r
58468.32193290023 21.60168583085037 0.6869625409604437
58468.329699099995 22.029998027904654 0.9986612984550572
58468.33472219994 22.06674198536239 0.9929129731928416
58468.336087999865 21.359207038434448 0.5137934353037861
58468.33700230019 21.873714132930424 0.797294729824544
58468.33883100003 22.043734053162865 0.9403166770344596
58468.33929400006 21.474403528612854 0.5692096887944308
58468.34339120006 21.86116450326631 0.7920762719710123
58468.37537040003 21.6295968731281 0.7776488940146222
58468.37673609983 21.44156804555135 0.6857651721062126
58468.37765049981 21.640853918438573 0.721937945250895
58468.37994210003 21.917493760252214 0.8808977154977068
58468.3817592999 21.99897105011803 0.9275502431138368
58468.38724539988 21.40536575736414 0.5630411499865029
58468.38769679982 21.77121960635258 0.747025230319289
58792.48019680008 21.77075523946733 0.9062265180390979
58872.25281250011 21.73216398025009 0.8851190508564282
58876.25182869984 21.89031771303837 0.8296147962067044
58894.21120369993 21.532262218461753 0.6863497545343002
58914.13274310017 20.09418332309074 0.8824198348843274
59152.45857639983 20.956733528334382 0.6767468279050247
59186.41850689985 20.349625424082987 0.9389531743342119
59262.18810189981 21.59435957869974 0.8071739919924598
59502.48120369995 18.975716706392785 0.0856950499394678
59511.50491899997 19.747276585854515 0.22828125147938258
59518.4853356001 20.44528601891018 0.17717873430141295
59529.40109949978 21.055194646707687 0.5832187946589467
59530.43956020009 21.16831757737085 0.9100076448204378
59532.418819400016 20.779939664426 0.3342310002931242
59537.37648149999 21.029413030160516 0.35302172574536017
59625.14810189977 21.23085466079494 0.7993560822658277
59871.502476899885 20.95906703937697 0.8929263224532494
59965.23101849994 21.390744249076132 0.9382129089756198
59972.27232640004 21.44463722442069 0.76595079895006
60249.46599540021 20.411365703834754 0.838692107694357
60364.189641200006 18.672519751970825 0.9012123944703312
