ATLAS2024aemf -99999 -99999 -99999
filter ATgr
60694.085403 18.887 0.106
60694.088784 18.927 0.087
60694.095239 19.133 0.133
60694.10721 19.258 0.138
60694.117939 19.114 0.149
60698.065689 19.315 0.172
60698.069409 19.205 0.15
60698.087859 19.212 0.168
60698.093328 19.024 0.131
60701.080184 19.403 0.167
60701.083055 19.309 0.136
60701.103004 19.063 0.124
60701.108564 19.634 0.204
60702.061717 19.283 0.176
60702.064952 19.292 0.19
60702.080984 19.688 0.326
60702.086499 19.371 0.22
60705.052067 19.877 0.276
60705.055289 19.461 0.187
60705.07914 20.1 0.349
60705.08519 19.958 0.303
60706.049269 19.929 0.288
60706.05213 19.56 0.224
60706.057695 20.614 0.519
60706.067684 19.598 0.205
60708.101891 20.016 0.328
60708.105189 20.271 0.479
60708.11148 20.013 0.333
60708.135749 20.819 0.69
filter ATri
60682.077205 18.01 0.073
60682.080852 18.118 0.094
60682.086962 18.104 0.102
60682.101755 18.039 0.077
60682.823819 18.289 0.113
60682.827127 18.196 0.132
60682.833038 18.204 0.124
60682.843108 18.3 0.128
60683.82313 18.334 0.095
60683.824568 18.318 0.097
60683.82599 18.329 0.107
60683.827861 18.134 0.091
60683.831595 18.095 0.111
60683.833918 18.384 0.132
60683.842638 18.082 0.09
60683.848179 18.205 0.101
60685.079572 18.089 0.14
60685.08183 18.479 0.15
60685.085068 18.535 0.159
60685.0908 17.945 0.117
60685.091757 18.451 0.129
60685.096121 18.08 0.157
60685.104003 18.375 0.127
60685.786817 18.381 0.18
60685.790103 18.376 0.149
60685.797512 18.613 0.161
60685.823183 18.551 0.157
60687.819755 18.486 0.164
60687.823505 18.601 0.193
60687.829016 18.388 0.185
60687.8395 19.299 0.466
60689.092233 18.192 0.157
60689.097405 18.383 0.227
60689.101552 18.866 0.266
60689.111456 18.491 0.212
60691.798601 18.612 0.089
60691.810908 18.773 0.114
60691.814108 18.727 0.102
60691.819641 18.76 0.109
60693.083877 18.905 0.17
60693.105094 18.928 0.176
60693.108838 18.514 0.131
60693.114087 18.414 0.14
60694.812036 18.585 0.118
60694.815334 18.76 0.131
60694.821249 18.528 0.103
60694.833598 18.542 0.106
60695.813119 18.996 0.143
60695.816319 18.58 0.11
60695.823715 18.605 0.106
60695.836066 18.753 0.129
60698.81163 18.825 0.135
60698.814859 18.664 0.125
60698.819998 18.879 0.145
60698.830077 18.429 0.086
60699.810575 18.975 0.12
60699.814222 18.943 0.139
60699.837467 18.628 0.094
60699.842973 18.898 0.13
60703.808725 19.28 0.18
60703.811929 19.182 0.214
60703.830646 18.7 0.126
60703.836604 19.009 0.162
