2024cdu 0.059 159.85649 -29.6590325
filter ATgr
60682.977868 21.396 0.739
60683.003972 20.797 0.443
60683.997367 -20.752 0.531
60684.000634 20.616 0.403
60701.255405 20.312 0.409
60702.19626 19.252 0.206
60702.199449 -18.672 0.172
60702.20455 21.191 0.89
60702.21001 20.512 0.466
60702.210911 -20.882 0.649
60705.218791 20.859 0.584
60705.237679 20.284 0.361
60706.212484 -20.468 0.424
60706.218622 19.94 0.243
60706.253276 -19.476 0.16
60709.21404 -20.733 0.535
60709.217694 -20.681 0.507
60709.223634 20.162 0.329
60710.22378 19.924 0.278
60710.226488 20.893 0.534
60710.230107 21.099 0.753
filter ATri
60682.262453 -20.504 0.543
60682.276945 20.323 0.393
60682.280124 -19.581 0.199
60685.211853 19.67 0.386
60685.226981 20.016 0.664
60686.255945 20.307 0.82
60686.25912 20.317 0.657
60686.264167 20.717 0.933
60686.993031 19.768 0.382
60687.001652 -20.199 0.623
60687.00485 19.685 0.418
60687.024858 -20.267 0.65
60689.250414 20.024 0.955
60689.275126 19.895 0.897
60690.265312 19.819 0.785
60690.99523 19.776 0.488
60691.007937 -19.664 0.502
60691.944384 -20.453 0.987
60693.234963 20.097 0.839
60693.274119 20.45 0.877
60694.263519 20.443 0.713
60694.266687 20.034 0.497
60694.271802 -20.37 0.729
60695.00335 20.892 0.933
60695.008768 20.262 0.508
60697.235046 19.333 0.254
60697.237725 19.827 0.406
60697.245789 -20.494 0.622
60698.246871 20.21 0.524
60698.24966 20.65 0.718
60698.252847 19.703 0.289
60698.258634 20.587 0.659
60698.985923 -20.981 0.741
60698.989129 20.706 0.603
60698.992984 -20.27 0.353
60699.972951 -20.377 0.426
60699.975684 -20.222 0.47
60699.979307 -20.39 0.577
60699.987079 19.873 0.3
60703.983132 -18.964 0.574
60703.9881 -17.923 0.395
60704.123907 19.164 0.683
60706.973003 20.593 0.543
60706.97817 19.983 0.299
60707.954755 20.099 0.354
60707.957011 -19.663 0.239
60707.962182 21.171 0.99
60707.972152 19.959 0.343
60710.946677 -20.827 0.705
60710.949498 19.713 0.27
60710.952223 21.062 0.944
