2021adlp 0.066 71.6830424 8.1959301
filter ATgr
60696.372876 20.185 0.824
60696.390762 -20.662 0.8
60699.088724 -20.716 0.567
60699.091882 21.374 0.959
60699.098675 21.264 0.812
60699.111007 -20.097 0.302
60700.325368 -18.962 0.79
60700.329048 18.277 0.625
60703.095686 -19.593 0.197
60704.357421 -18.82 0.872
60704.382545 20.087 0.583
60707.092473 -20.244 0.356
60708.314256 -20.876 0.716
60708.320239 -19.666 0.227
filter ATri
60684.335314 -19.8 0.584
60684.341304 19.99 0.669
60684.351571 17.978 0.629
60688.473879 19.472 0.947
60688.898131 18.501 0.633
60688.908569 -19.836 0.888
60690.404433 20.108 0.771
60691.173075 20.19 0.942
60691.176237 -19.319 0.491
60691.195321 19.232 0.566
60692.280065 -17.042 0.96
60692.362754 -19.726 0.357
60692.371627 19.903 0.454
60692.389672 -19.305 0.209
60692.924997 -20.397 0.949
60692.928179 -19.916 0.551
60692.945613 -20.087 0.894
60694.437315 -20.559 0.605
60694.456536 -20.292 0.507
60694.475519 -20.164 0.468
60695.14887 -20.575 0.654
60695.153041 19.847 0.399
60695.169835 20.189 0.565
60696.841525 -19.766 0.433
60696.880149 -19.938 0.453
60698.362787 -19.584 0.205
60698.391019 -20.431 0.383
60700.850712 -19.54 0.291
60700.867492 -19.601 0.301
60704.837891 19.713 0.361
60704.857854 -20.463 0.683
60708.811075 -20.115 0.42
60708.820136 -20.662 0.711
60708.854652 -19.913 0.365
60711.070282 -19.726 0.421
60711.073003 -20.125 0.511
60711.099952 -20.67 0.89
60712.299498 -19.271 0.537
60712.302697 -19.881 0.724
60712.793496 -19.97 0.879
