2020adhi 0.05 22.605559711111 -16.756848577778
filter ATgr
60694.066722 -20.792 0.557
60696.253776 -20.519 0.52
60698.039118 -20.792 0.907
60698.058882 -20.285 0.441
60701.051449 20.645 0.644
60705.049601 -20.875 0.816
60706.031827 19.909 0.691
60706.034991 20.6 0.941
filter ATri
60684.247578 -20.182 0.58
60684.253061 -19.874 0.447
60685.139686 -20.102 0.939
60686.08311 -20.316 0.863
60686.113424 19.842 0.781
60686.8506 -19.888 0.648
60687.852819 -19.399 0.728
60689.084845 18.6 0.381
60689.096043 19.437 0.86
60689.107131 -19.24 0.804
60690.81824 -20.085 0.703
60690.836729 -20.189 0.78
60691.787272 20.267 0.824
60691.79361 20.444 0.684
60693.035337 -19.851 0.979
60693.038509 19.939 0.959
60693.045369 -20.773 0.879
60698.792359 -20.961 0.948
60699.788723 20.835 0.99
60703.779676 -19.488 0.584
60709.029356 -19.313 0.483
60710.776952 -19.319 0.586
60712.2175 19.677 0.752
