2020ysl 0.03 121.425333 -9.814519
filter ATgr
60700.444956 19.307 0.728
60703.175952 20.552 0.705
60703.180042 20.231 0.536
60703.218259 -20.81 0.939
60704.431576 19.058 0.628
60704.435209 -19.842 0.672
60704.445011 20.594 0.906
60708.427742 21.051 0.951
60710.180687 20.931 0.874
60711.195235 20.644 0.624
60711.200696 20.937 0.837
60711.211549 20.828 0.69
filter ATri
60684.438845 19.991 0.574
60684.467154 20.642 0.909
60684.932253 -20.572 0.82
60684.965456 20.728 0.85
60687.165749 18.902 0.359
60690.475486 -20.13 0.863
60691.274094 18.437 0.269
60692.9635 20.005 0.567
60694.407907 -20.068 0.563
60694.416163 -20.761 0.815
60695.234428 20.124 0.748
60695.238047 20.181 0.607
60695.245808 20.253 0.67
60696.455219 20.045 0.46
60696.793168 19.62 0.395
60696.850739 19.276 0.398
60698.456919 -21.04 0.894
60699.233191 20.055 0.447
60699.285367 19.72 0.323
60700.966423 19.933 0.344
60700.970042 20.141 0.311
60700.977268 20.92 0.826
60704.959571 -21.1 0.95
60708.908961 19.847 0.317
60712.407575 -19.79 0.455
60712.849765 19.988 0.557
60712.851572 -20.027 0.597
60712.86973 -19.975 0.52
