2020krw 0.078 225.691288175 58.5348085875
filter ATri
60687.533497 19.088 0.598
60687.556122 -19.935 0.937
60691.595895 -20.53 0.661
60691.600461 20.648 0.969
60691.60684 -20.325 0.645
60693.59124 20.774 0.898
60693.599686 -20.055 0.483
60693.609554 20.517 0.679
60695.623178 20.418 0.57
60697.524137 20.488 0.899
60699.656933 20.852 0.626
60709.58971 -20.433 0.437
60709.594868 -21.194 0.931
60709.608415 21.155 0.932
60710.534506 20.78 0.819
60711.577965 21.207 0.909
