2024grb 0.022 204.001121654 6.58706087634
filter ATgr
60703.342704 21.206 0.895
60704.560716 -21.017 0.943
60704.566618 20.472 0.76
60707.310345 20.649 0.655
60707.324856 20.487 0.552
60707.385314 -20.327 0.794
60708.602561 -20.399 0.7
60708.608915 -20.713 0.725
60708.612093 21.005 0.855
filter ATri
60684.599622 20.474 0.602
60684.607065 19.431 0.513
60689.071942 20.022 0.98
60689.083369 -19.996 0.649
60689.113424 -20.054 0.852
60690.569484 20.259 0.673
60690.58671 -20.074 0.578
60693.063228 19.524 0.613
60694.573402 20.169 0.603
60695.30691 19.211 0.615
60696.515267 18.166 0.677
60698.582712 19.611 0.372
60699.310405 -19.583 0.333
60699.349895 -20.371 0.935
60701.076383 -20.848 0.911
60701.093429 -20.463 0.736
60705.096838 20.692 0.669
