2024xqc 0.04 5.40415316183 -4.21814874691
filter ATgr
60696.211806 19.475 0.376
60696.221829 20.0 0.502
60696.232333 19.545 0.267
filter ATri
60682.211329 19.386 0.335
60682.246783 19.509 0.406
60682.270795 19.884 0.63
60684.234807 19.709 0.385
60684.2444 19.744 0.492
60684.257706 19.871 0.423
60690.233066 19.869 0.46
60690.240451 19.51 0.349
60690.26311 20.236 0.934
60692.28177 19.665 0.368
60692.286076 19.638 0.347
60692.291219 19.859 0.475
60692.787904 18.884 0.365
60692.794719 19.862 0.625
60692.804671 19.56 0.47
60694.214259 19.783 0.453
60694.231779 19.823 0.362
