2024pcv 0.037 59.6616153 -5.8098749
filter ATgr
60695.115313 -20.843 0.818
60696.328181 -21.042 0.771
60696.331366 -21.225 0.845
60696.352137 20.44 0.785
60699.068234 19.742 0.253
60699.076821 20.514 0.398
60700.320333 -17.177 0.46
60703.053146 -20.089 0.316
60703.066807 20.058 0.44
60703.067257 -21.11 0.733
60703.090701 -21.031 0.817
60704.32538 -17.311 0.683
60704.335575 -15.053 0.427
60707.064774 -20.766 0.629
60707.068409 19.848 0.233
60707.077914 21.016 0.819
60708.297785 -19.515 0.341
60708.320701 20.445 0.547
filter ATri
60682.307839 19.579 0.266
60682.311064 -20.722 0.615
60682.316716 20.607 0.633
60682.327928 20.853 0.721
60683.087603 19.571 0.369
60684.313469 19.892 0.666
60684.321162 19.536 0.332
60684.324351 20.041 0.601
60684.336692 20.214 0.73
60687.098961 -19.219 0.672
60687.102625 19.859 0.779
60687.12761 -20.144 0.824
60688.878692 19.654 0.572
60688.880948 -19.902 0.783
60688.88411 -19.302 0.44
60688.905823 19.151 0.492
60690.362693 20.147 0.603
60690.365904 -20.333 0.567
60690.390546 20.263 0.722
60691.167651 19.486 0.403
60691.192594 19.112 0.37
60692.235849 -18.577 0.527
60692.238572 -17.533 0.657
60692.24042 -17.453 0.27
60692.24135 -16.248 0.347
60692.251388 -21.089 0.957
60692.867302 19.708 0.397
60692.895003 19.758 0.446
60692.900438 19.739 0.469
60692.920882 20.002 0.529
60692.939444 18.976 0.249
60694.326274 20.755 0.669
60698.304064 -21.244 0.788
60698.307262 20.582 0.483
60698.322641 20.285 0.36
60700.815343 -20.327 0.461
60700.823037 -20.248 0.406
60704.817912 -20.515 0.602
60704.831085 19.707 0.342
60708.802858 20.583 0.708
60711.083964 20.195 0.718
