2024rkg 0.041 206.593742222 59.6796755556
filter ATri
60683.566433 -20.903 0.787
60683.57684 20.863 0.649
60683.587814 -21.07 0.903
60691.599533 20.362 0.844
60693.556948 -20.729 0.876
60693.559238 20.517 0.852
60693.571255 -20.692 0.983
60695.512276 20.523 0.84
60697.483292 -16.912 0.757
60697.487991 20.515 0.708
60709.55522 20.968 0.89
60711.451199 -20.514 0.634
