2020jwp 0.072 166.64967443333 -15.854808966667
filter ATgr
60685.042879 20.851 0.615
60685.046045 21.217 0.868
60685.059209 20.927 0.564
60705.267805 21.008 0.741
60706.266133 20.655 0.492
60709.256462 20.524 0.463
60709.258376 20.778 0.515
60710.257415 -20.373 0.516
filter ATri
60686.257751 20.446 0.884
60687.044092 20.261 0.62
60687.068515 -20.443 0.681
60688.974344 -20.233 0.911
60689.002786 -19.15 0.339
60690.269397 -19.522 0.573
60690.275325 19.286 0.552
60691.00155 -19.512 0.664
60691.005232 -19.929 0.84
60691.009293 19.759 0.632
60694.637034 -20.117 0.637
60695.376123 -19.649 0.568
60696.576166 -20.288 0.693
60696.629516 17.992 0.528
60698.369106 20.393 0.701
60699.989354 -21.072 0.731
60704.028067 -19.779 0.833
60707.002529 20.452 0.542
60707.010244 20.8 0.772
60708.020439 20.832 0.632
60708.02422 21.205 0.943
60711.083979 20.816 0.656
60711.112909 -20.936 0.835
