2024kgu 0.075 188.156167 17.326989
filter ATgr
60709.512198 21.062 0.835
60709.514923 20.333 0.368
60709.520375 20.83 0.625
60710.506237 21.052 0.802
filter ATri
60682.579605 -20.843 0.677
60684.548745 20.865 0.752
60690.503682 -19.705 0.588
60690.507346 -20.058 0.871
60690.62452 -20.316 0.719
60690.626346 -19.725 0.435
60691.003398 -19.345 0.831
60691.003849 18.896 0.49
60691.00475 -19.386 0.81
60691.108407 -19.674 0.931
60691.559862 20.183 0.694
60695.562057 20.643 0.734
60695.567114 20.188 0.519
60696.544639 -19.338 0.549
60696.549741 -19.976 0.743
60696.559073 20.679 0.754
60696.568776 -19.696 0.67
60697.460803 19.415 0.611
60699.55102 20.867 0.743
60699.556526 -20.58 0.603
60700.624341 20.773 0.531
60703.636249 -21.274 0.952
60708.523561 -20.896 0.75
60711.429285 20.193 0.482
60711.440867 20.499 0.682
60711.445593 20.21 0.509
60711.491691 -21.237 0.789
