2021afqx 0.015 337.779875 39.428331
filter ATri
60685.215659 -15.752 0.713
60685.230916 -19.69 0.651
60687.250418 -20.149 0.94
60687.25598 -19.608 0.627
60689.245952 -19.309 0.546
60691.219024 -20.228 0.638
60691.230736 -20.844 0.728
60692.219722 -20.348 0.675
60693.216982 19.49 0.308
60693.254728 -20.355 0.689
