2009al 0.0221 162.84196 8.57853
filter ATgr
60685.039708 -22.29 2.609
60685.041509 -21.505 1.044
60685.044689 -23.948 10.4
60685.051471 25.691 60.0
60700.498812 20.936 0.632
60700.501545 -20.511 0.544
60700.510605 -20.32 0.542
60703.251223 -20.614 0.464
60703.281369 -20.573 0.516
60703.287858 -21.551 1.283
60703.309194 -23.506 7.0
60704.584097 -21.292 3.188
60704.587397 -22.73 22.0
60707.255738 21.152 1.113
60707.258442 20.492 0.648
60707.261597 -21.444 1.5
60707.290126 -21.301 1.21
60708.535424 -20.205 0.321
60708.570144 -20.579 0.442
60708.573335 -21.184 0.784
60708.583939 -21.711 1.315
60711.279086 22.384 2.529
60711.282257 21.523 1.129
60711.28951 -20.775 0.557
60711.323721 -24.611 20.25
filter ATri
60684.503866 19.459 0.813
60684.524149 21.616 6.774
60684.532783 20.451 0.946
60684.535964 -21.728 2.571
60687.259802 17.781 0.473
60687.263952 18.082 0.558
60687.269909 -19.626 9.214
60687.291438 -20.47 2.056
60689.012113 -19.5 0.663
60689.013923 19.679 0.76
60689.01708 -22.592 11.304
60689.032126 -20.222 1.075
60694.566169 -20.671 0.895
60694.598448 -20.92 1.016
60694.62192 20.831 1.023
60694.625123 -20.47 0.722
60695.35156 20.354 0.674
60695.355591 24.803 42.5
60695.360609 22.335 5.325
60695.365203 -20.986 1.231
60695.375204 19.527 0.502
60696.580253 -20.024 0.597
60696.605366 -21.403 1.388
60696.608195 22.025 2.262
60696.634229 -22.25 3.306
60698.619744 -19.838 0.365
60698.651192 16.399 2.158
60698.669735 15.228 0.86
60700.947175 22.638 5.167
60700.950358 20.896 1.082
60700.953573 -25.21 42.5
60700.958999 21.097 1.011
60704.994663 -19.99 0.31
60704.996471 -20.669 0.544
60705.031732 -20.667 0.538
60705.053725 21.034 0.967
60708.980939 20.392 0.454
60708.984126 22.779 4.0
60708.987288 -22.235 2.187
60708.992729 21.503 1.4
60709.126028 -20.324 1.386
60712.464619 22.665 5.065
60712.467339 20.627 0.672
60712.470095 22.073 2.736
