2023dpc 0.0468 204.973154 -30.931956
filter ATgr
60683.092094 -21.202 0.74
60683.104702 -20.043 0.557
60684.07834 -20.232 0.434
60684.081966 -21.031 0.747
60701.319965 21.271 0.988
60702.307913 -20.496 0.378
60702.33142 21.008 0.696
60705.327612 21.224 0.864
60705.330769 -19.871 0.226
60706.320901 -20.668 0.432
60706.33091 -21.105 0.74
60710.312018 -20.519 0.542
60710.322916 -19.644 0.279
filter ATri
60682.331171 -20.669 0.741
60685.333218 20.338 0.552
60685.349699 19.827 0.31
60686.318805 -20.16 0.493
60686.337488 -20.284 0.661
60686.367837 -19.159 0.302
60687.064079 -20.037 0.549
60687.088309 -20.1 0.358
60687.093805 -20.333 0.57
60689.337669 -20.064 0.819
60689.349637 19.254 0.355
60690.321977 19.832 0.726
60690.332541 -19.574 0.601
60690.366003 19.657 0.69
60691.070855 20.12 0.653
60691.080941 -20.001 0.659
60692.085011 -19.299 0.519
60692.098328 -20.022 0.63
60693.26848 -20.244 0.876
60693.276455 -20.083 0.814
60693.373563 -20.024 0.625
60694.347058 -19.501 0.293
60695.068359 19.917 0.606
60697.339763 -19.638 0.721
60697.345836 -19.748 0.655
60698.306839 20.185 0.683
60698.317892 19.469 0.309
60698.328617 -20.039 0.592
60699.069824 -20.382 0.571
60699.091676 20.201 0.524
60700.061048 -20.021 0.444
60700.082371 -20.943 0.988
60707.058837 -21.064 0.902
60707.069301 -21.044 0.909
60708.042536 20.875 0.931
60708.06362 20.79 0.716
60711.035306 -20.865 0.779
60711.04527 -20.472 0.508
