2020teb 0.104 46.4469913813 -0.161541170457
filter ATgr
60695.080505 -21.102 0.833
60696.30391 -21.323 0.987
60696.325917 -20.731 0.656
60699.037831 20.267 0.515
60699.041006 -20.786 0.686
60699.056875 21.307 0.97
60703.042696 -20.767 0.759
60704.331911 -17.619 0.331
60707.037489 20.909 0.832
60707.041122 20.769 0.583
60707.060253 -21.051 0.859
60708.269837 20.402 0.84
60708.278527 20.557 0.738
60708.28999 -20.515 0.94
filter ATri
60687.061051 -19.932 0.685
60688.346945 -16.688 0.534
60688.845228 -19.07 0.421
60690.331231 -20.432 0.716
60690.334432 -19.4 0.31
60692.852372 -20.624 0.985
60692.889977 -20.481 0.959
60694.379436 20.367 0.629
60698.285071 21.388 0.894
60698.290571 21.532 0.912
60698.302232 -20.825 0.681
60700.795845 -21.1 0.943
60700.799479 21.063 0.742
60700.805852 -21.002 0.814
60704.784844 -20.248 0.663
60712.282407 19.544 0.541
