2024aaur 0.020171 148.614629 -6.952958
filter ATgr
60685.004846 17.044 0.019
60685.005752 18.597 0.078
60685.008911 18.17 0.065
60685.010284 17.346 0.023
60685.012544 18.518 0.081
60685.017963 17.301 0.023
60699.205039 18.785 0.114
60699.208734 18.343 0.068
60699.217901 19.055 0.116
60699.220348 17.025 0.018
60700.489528 18.519 0.078
60700.495636 18.592 0.086
60703.271964 19.763 0.275
60703.303665 19.241 0.174
60703.309662 19.296 0.164
60703.332804 18.815 0.107
60704.48748 18.751 0.183
60704.520444 18.193 0.709
60704.523623 18.249 0.255
60704.524528 18.144 0.258
60704.527696 19.111 0.347
60704.568146 18.771 0.277
60707.215881 18.432 0.086
60707.217695 18.449 0.105
60707.220853 18.959 0.123
60707.246639 19.765 0.255
60708.484248 19.397 0.162
60708.487883 19.796 0.25
60708.493356 19.256 0.172
60708.524994 19.043 0.13
60711.247798 19.286 0.183
60711.251421 18.919 0.12
60711.256858 18.583 0.083
filter ATri
60683.257972 17.558 0.061
60683.266069 18.105 0.088
60683.270158 -18.785 0.316
60683.275594 17.476 0.064
60684.440812 18.375 0.134
60684.468136 17.603 0.075
60684.471311 18.567 0.111
60684.48655 19.579 0.566
60684.488823 18.866 0.24
60684.491565 19.147 0.305
60684.496638 18.842 0.312
60687.252487 -17.459 0.659
60687.254301 18.816 0.923
60687.288728 18.456 0.54
60688.948599 18.701 0.26
60688.950405 18.634 0.221
60688.953592 18.534 0.274
60688.95947 18.183 0.182
60694.53568 18.695 0.13
60694.538901 18.24 0.088
60694.549524 18.555 0.129
60694.556952 18.62 0.139
60695.282729 18.878 0.223
60695.285897 18.718 0.14
60695.295865 18.93 0.165
60695.30129 18.937 0.193
60696.526692 19.067 0.547
60696.533052 19.632 0.397
60696.533958 -18.718 0.224
60696.534862 15.669 0.008
60696.536227 19.798 0.402
60696.538508 15.524 0.006
60696.567173 18.799 0.164
60696.568077 19.91 0.359
60696.570689 17.919 0.087
60696.598918 17.454 0.072
60698.502675 18.414 0.07
60698.506351 19.951 0.251
60698.511963 18.486 0.092
60700.981229 16.264 0.01
60701.009708 18.399 0.101
60701.012866 18.359 0.088
60701.018298 18.613 0.101
60705.015627 18.509 0.105
60705.016549 17.656 0.037
60705.018816 18.771 0.142
60705.019718 18.885 0.163
60705.02748 18.654 0.118
60705.029758 19.403 0.238
60705.051449 17.937 0.057
60705.054212 18.32 0.1
60708.832069 19.768 0.407
60708.872075 19.951 0.323
