2024acpg 0.05773165 10.794412 -9.0564
filter ATgr
60696.216358 20.386 0.642
60696.22 19.83 0.394
60696.23007 20.088 0.45
60696.24331 19.414 0.237
filter ATri
60682.22144 18.857 0.222
60682.222816 18.689 0.162
60682.226952 19.334 0.322
60682.228345 18.804 0.199
60682.237994 19.58 0.449
60682.24306 18.697 0.179
60682.243529 18.627 0.166
60682.247258 19.127 0.246
60684.235721 19.465 0.368
60684.238899 18.542 0.144
60684.245765 18.843 0.186
60684.26 18.812 0.197
60688.237615 19.261 0.423
60690.23398 19.429 0.296
60690.239988 19.545 0.365
60690.261227 19.316 0.327
60690.264028 18.933 0.257
60690.264485 19.018 0.282
60690.274236 19.079 0.304
60690.295522 18.852 0.29
60692.789257 19.618 0.536
60692.818352 19.549 0.426
60694.215173 19.59 0.304
60694.21884 19.764 0.334
60694.235945 19.911 0.337
60694.24242 20.215 0.518
