ATLAS2024vks -99999 -99999 -99999
filter ATgr
60709.439377 21.049 0.584
60709.442545 -20.515 0.396
filter ATri
60682.421408 19.497 0.21
60684.427525 19.674 0.337
60684.429393 19.513 0.239
60684.438433 19.763 0.327
60684.443554 20.974 0.881
60686.367361 19.944 0.828
60686.372831 -19.795 0.699
60691.507533 20.216 0.769
60691.516142 19.79 0.469
60691.54497 19.805 0.548
60692.469125 19.875 0.429
60692.488157 19.917 0.399
60693.48401 19.063 0.185
60694.44318 19.972 0.467
60695.392443 20.664 0.572
60695.397043 19.306 0.2
60695.423755 21.073 0.936
60696.426158 -21.002 0.574
60696.430374 19.383 0.25
60696.438655 20.16 0.393
60697.549098 20.373 0.562
60697.555844 19.466 0.202
60697.562493 20.696 0.719
60699.426408 19.646 0.236
60699.431678 20.29 0.394
60699.441797 19.6 0.201
60699.445166 19.829 0.238
60700.487633 19.886 0.263
60700.503844 20.323 0.671
60703.422191 20.308 0.426
60703.569315 20.413 0.573
60703.57257 19.831 0.318
60703.578158 19.644 0.297
60704.423822 20.879 0.898
60704.459471 -20.193 0.897
60708.406661 21.159 0.911
60708.431561 19.737 0.228
60708.43477 20.116 0.335
60708.440291 -20.25 0.386
60710.320152 -20.776 0.59
60710.335396 19.915 0.345
60711.555808 20.034 0.441
60711.577344 19.712 0.382
