2024fbr 0.076 147.940651151 48.007389446
filter ATgr
60699.48248 -20.692 0.618
60703.611914 -21.212 0.961
60703.631338 20.618 0.511
filter ATri
60683.484859 20.32 0.497
60683.486669 -21.13 0.977
60685.474834 -20.603 0.646
60685.481042 -20.635 0.702
60685.482426 -20.393 0.759
60685.48714 20.336 0.483
60687.590058 -19.62 0.597
60693.47148 -20.276 0.522
60693.473307 -20.283 0.515
60693.481125 -20.926 0.973
60695.466755 20.178 0.438
60695.490376 -20.212 0.457
60695.493998 -20.614 0.816
60697.327928 -20.24 0.379
60697.340754 20.195 0.351
60711.636816 -20.982 0.958
60711.663757 -19.817 0.394
