2021acnt 0.008 145.4285 -28.202489
filter ATgr
60701.202279 20.728 0.556
60702.199918 21.329 0.987
60705.197533 -20.507 0.519
60706.196832 -20.704 0.411
60709.207667 21.223 0.897
filter ATri
60685.225012 -20.279 0.731
60685.230198 -20.12 0.534
60686.211826 -20.526 0.883
60686.214557 -20.444 0.714
60686.2174 20.063 0.61
60691.969223 20.419 0.947
60692.005092 -19.693 0.417
60693.217667 19.513 0.41
60693.220545 -20.417 0.951
60693.2239 20.066 0.671
60694.21893 20.364 0.714
60697.217813 -20.47 0.71
60698.271349 -20.62 0.808
60698.276418 20.273 0.435
60698.967281 21.066 0.899
60698.973159 -21.187 0.876
60699.927295 20.863 0.709
60704.068123 20.689 0.667
60704.080724 -20.335 0.713
60707.928118 -21.007 0.866
60707.952501 -21.062 0.804
