2024dza 0.04 221.164292 -15.18065
filter ATgr
60702.34525 20.843 0.649
60703.356759 20.108 0.397
60703.360864 -20.447 0.381
60703.377 20.994 0.87
60705.343578 -21.109 0.986
60705.349775 -20.887 0.875
60705.352034 -21.064 0.792
60709.319509 -20.916 0.687
60709.32831 -21.301 0.901
60710.327942 -20.376 0.556
filter ATri
60684.640323 19.835 0.887
60686.339337 20.187 0.562
60686.342995 20.882 0.991
60690.344675 19.755 0.81
60691.079118 19.733 0.695
60691.085507 -19.556 0.574
60691.10215 19.72 0.62
60694.590437 -20.352 0.641
60707.078838 -20.31 0.655
60707.080666 20.389 0.641
60708.069511 20.387 0.558
60708.086905 -20.998 0.908
60711.068645 -20.651 0.831
