2021ajg 0.073 215.092756231 -9.8907214948
filter ATgr
60703.359057 -20.91 0.634
60703.363641 -21.275 0.9
60707.333795 -21.05 0.76
60708.632738 -20.938 0.672
60708.634581 21.296 0.964
60708.672385 19.736 0.595
60711.362975 -20.239 0.449
60711.384272 -20.375 0.877
60712.537324 20.737 0.679
60712.561175 -21.253 0.843
filter ATri
60684.625727 -20.324 0.878
60693.095537 -19.304 0.385
60693.09993 -20.28 0.953
60693.105842 19.961 0.628
60694.606885 -20.516 0.705
60694.627143 -20.727 0.938
60695.316455 19.788 0.909
60695.34434 -18.993 0.4
60698.634378 16.816 0.831
60700.596303 -20.212 0.356
60700.606363 -20.692 0.611
60705.088355 -20.703 0.633
60709.052508 -20.893 0.777
