2020yzw 0.063 44.8697286555 5.02216205323
filter ATgr
60695.081407 20.62 0.747
60695.097905 19.209 0.284
60695.101083 -20.103 0.477
60695.140881 -19.953 0.939
60696.302092 -20.597 0.509
60699.036931 -20.508 0.823
60699.052774 -20.438 0.525
60703.034579 -20.691 0.945
60703.040894 -20.539 0.589
60704.330543 18.596 0.688
60707.035677 20.519 0.75
filter ATri
60687.058334 -18.129 0.269
60688.836965 -19.758 0.956
60688.840122 -19.035 0.452
60690.34327 -19.894 0.528
60691.107576 20.301 0.793
60691.110741 20.071 0.897
60692.851921 20.618 0.888
60694.382212 -20.584 0.863
60698.322133 -20.933 0.723
60698.337973 -21.243 0.854
60700.806754 -20.332 0.5
60704.783038 20.03 0.615
60712.250829 -20.216 0.804
