2021abht 0.035128 115.752875 31.386389
filter ATgr
60709.435557 20.452 0.436
filter ATri
60684.429393 -20.799 0.846
60684.438433 -20.357 0.615
60684.443554 20.631 0.835
60686.374213 -19.584 0.708
60691.503358 19.205 0.222
60691.506134 -20.215 0.591
60691.511828 19.719 0.503
60691.543575 -20.134 0.794
60692.468669 19.638 0.354
60692.484919 19.946 0.674
60692.492742 19.545 0.602
60693.437029 -21.138 0.883
60693.438858 -20.473 0.746
60693.442212 -20.149 0.524
60693.44765 -20.0 0.432
60693.477464 -20.769 0.721
60694.432026 20.568 0.595
60694.446346 20.935 0.798
60694.457268 19.503 0.272
60695.423755 19.814 0.276
60696.426158 20.351 0.395
60696.430374 -20.487 0.528
60696.438655 -20.971 0.816
60696.449554 20.418 0.489
60697.549098 20.253 0.617
60697.555844 -21.029 0.89
60700.477505 -20.918 0.708
60700.501487 -19.789 0.65
60703.416679 -20.194 0.36
60704.419192 -20.584 0.989
60704.422896 20.81 0.933
60708.402516 -20.898 0.719
60708.405731 -20.773 0.634
60708.431099 -20.374 0.45
60710.324888 -20.514 0.637
60710.335396 20.419 0.564
60712.383454 20.855 0.992
60712.386676 -20.029 0.495
60712.39182 20.164 0.413
