2020fbo 0.0845 229.280416238 14.4670545403
filter ATgr
60707.351028 20.441 0.537
60707.354225 -21.143 0.778
60707.364977 -20.539 0.544
60708.646507 21.011 0.766
60708.668041 20.659 0.7
60709.617289 20.642 0.504
60709.620094 -21.164 0.875
60709.637233 21.008 0.71
60710.585 -21.203 0.893
60710.608029 -21.075 0.74
filter ATri
60684.616881 -21.047 0.762
60690.588885 19.871 0.609
60690.667127 19.964 0.532
60691.669514 -20.242 0.922
60692.640404 20.645 0.704
60692.645575 -20.11 0.522
60693.635006 -20.504 0.658
60694.618962 20.744 0.858
60694.630869 -20.734 0.836
60696.653895 20.808 0.74
60696.658098 20.893 0.902
60696.668843 -19.854 0.43
60697.567231 20.098 0.511
60697.575301 21.137 0.953
60704.638203 -19.483 0.423
60708.618159 -20.89 0.752
60708.621002 20.457 0.559
60708.627068 -20.598 0.539
60712.610362 -20.823 0.5
60712.62237 -20.632 0.476
