2020aesr 0.06 83.8229351852 -28.8775677778
filter ATgr
60697.040746 20.613 0.617
60697.046223 -20.878 0.604
60698.126129 -21.067 0.658
60698.133019 20.954 0.714
60701.124759 -20.804 0.591
60701.128009 -20.327 0.466
60701.135336 -21.026 0.732
60701.146939 -21.175 0.833
60702.131566 20.898 0.601
60702.147617 -20.284 0.352
60705.101734 -19.833 0.279
60705.105391 20.754 0.707
60705.107662 21.039 0.846
60705.112273 -20.552 0.53
60705.122037 -21.144 0.75
60706.120969 -20.183 0.3
60706.12607 20.806 0.482
60709.110739 -19.68 0.241
60709.114416 -20.635 0.645
60709.119891 -20.146 0.319
filter ATri
60685.155953 21.049 0.983
60685.159117 19.708 0.316
60685.164691 -20.768 0.97
60686.157303 20.212 0.804
60686.172698 -19.687 0.62
60686.924986 19.547 0.409
60686.935011 20.365 0.877
60690.155275 -19.517 0.452
60690.16264 19.986 0.719
60690.172671 19.808 0.579
60691.883491 19.897 0.339
60691.885788 -19.58 0.277
60691.886689 19.723 0.42
60691.893689 -19.99 0.348
60691.896979 20.668 0.72
60693.141712 19.788 0.338
60693.154626 19.533 0.557
60693.157616 19.238 0.245
60694.175566 20.214 0.482
60694.882925 -19.901 0.309
60694.885682 20.283 0.51
60694.915784 19.54 0.245
60694.921434 19.665 0.258
60695.881687 -20.467 0.614
60695.886893 -20.483 0.578
60698.868735 20.809 0.767
60698.871563 21.26 0.975
60698.887881 19.961 0.321
60699.880055 -16.187 0.004
60699.891188 -20.099 0.348
60703.866396 -20.246 0.42
60706.844405 20.058 0.345
60707.829542 19.893 0.264
60707.84576 19.77 0.253
60710.095763 -19.769 0.496
60710.102359 -20.77 0.91
60710.109257 -20.395 0.506
60710.114851 -19.839 0.492
60710.118981 19.467 0.333
60710.847537 -19.603 0.318
60710.853564 20.318 0.694
60710.863343 20.583 0.63
60710.864258 20.241 0.514
60711.843795 -20.932 0.909
60711.864002 -18.438 0.583
